Date	Price	Open	High	Low	Vol.	Change %
Jun 17, 2010	1,400.66	1,401.73	1,425.81	1,387.13	-	-0.07%
Jun 18, 2010	1,409.43	1,400.66	1,413.52	1,393.06	-	0.63%
Jun 21, 2010	1,457.95	1,410.46	1,458.90	1,409.00	-	3.44%
Jun 22, 2010	1,434.93	1,457.95	1,457.95	1,423.53	-	-1.58%
Jun 23, 2010	1,418.42	1,434.78	1,436.17	1,413.25	-	-1.15%
Jun 24, 2010	1,402.97	1,418.42	1,430.72	1,400.16	-	-1.09%
Jun 25, 2010	1,387.66	1,403.11	1,408.54	1,382.33	-	-1.09%
Jun 28, 2010	1,403.42	1,386.58	1,409.05	1,379.02	-	1.14%
Jun 29, 2010	1,356.05	1,404.04	1,407.39	1,349.41	-	-3.38%
Jun 30, 2010	1,339.35	1,356.40	1,362.09	1,333.85	-	-1.23%
Jul 01, 2010	1,288.72	1,339.48	1,341.02	1,288.47	-	-3.78%
Jul 02, 2010	1,316.65	1,288.72	1,318.44	1,285.48	-	2.17%
Jul 05, 2010	1,318.01	1,316.12	1,324.73	1,311.03	-	0.10%
Jul 06, 2010	1,353.66	1,317.67	1,354.43	1,316.06	-	2.70%
Jul 07, 2010	1,352.71	1,353.07	1,353.46	1,324.09	-	-0.07%
Jul 08, 2010	1,356.09	1,352.94	1,374.65	1,352.03	-	0.25%
Jul 09, 2010	1,359.45	1,356.11	1,370.38	1,345.19	-	0.25%
Jul 12, 2010	1,386.42	1,359.40	1,390.33	1,355.66	-	1.98%
Jul 13, 2010	1,409.61	1,385.23	1,415.62	1,376.63	-	1.67%
Jul 14, 2010	1,412.14	1,409.41	1,430.64	1,408.41	-	0.18%
Jul 15, 2010	1,403.33	1,412.14	1,433.94	1,402.63	-	-0.62%
Jul 16, 2010	1,389.92	1,403.33	1,416.97	1,386.47	-	-0.96%
Jul 19, 2010	1,394.92	1,389.92	1,405.85	1,381.46	-	0.36%
Jul 20, 2010	1,388.43	1,395.46	1,414.19	1,380.57	-	-0.47%
Jul 21, 2010	1,417.49	1,388.43	1,422.36	1,388.43	-	2.09%
Jul 22, 2010	1,442.91	1,417.05	1,443.25	1,403.12	-	1.79%
Jul 23, 2010	1,449.19	1,443.26	1,456.52	1,438.04	-	0.44%
Jul 26, 2010	1,467.68	1,449.38	1,469.99	1,447.67	-	1.28%
Jul 27, 2010	1,481.32	1,468.07	1,492.20	1,466.89	-	0.93%
Jul 28, 2010	1,474.96	1,481.57	1,491.59	1,468.42	-	-0.43%
Jul 29, 2010	1,503.68	1,474.96	1,510.37	1,473.70	-	1.95%
Jul 30, 2010	1,479.73	1,503.58	1,504.39	1,465.95	-	-1.59%
Aug 02, 2010	1,523.16	1,479.65	1,525.05	1,474.43	-	2.93%
Aug 03, 2010	1,517.65	1,523.16	1,531.26	1,510.83	-	-0.36%
Aug 04, 2010	1,523.80	1,517.81	1,534.70	1,501.93	-	0.41%
Aug 05, 2010	1,517.87	1,523.80	1,534.72	1,510.43	-	-0.39%
Aug 06, 2010	1,509.85	1,517.49	1,528.22	1,505.27	-	-0.53%
Aug 09, 2010	1,520.56	1,509.69	1,529.11	1,504.93	-	0.71%
Aug 10, 2010	1,492.90	1,520.56	1,523.60	1,485.76	-	-1.82%
Aug 11, 2010	1,460.67	1,492.90	1,500.15	1,458.19	-	-2.16%
Aug 12, 2010	1,447.68	1,460.70	1,466.86	1,437.85	-	-0.89%
Aug 13, 2010	1,445.37	1,447.75	1,463.56	1,439.91	-	-0.16%
Aug 16, 2010	1,445.94	1,445.37	1,454.63	1,430.25	-	0.04%
Aug 17, 2010	1,464.49	1,445.94	1,467.34	1,443.80	-	1.28%
Aug 18, 2010	1,458.36	1,464.66	1,469.35	1,453.89	-	-0.42%
Aug 19, 2010	1,445.72	1,458.36	1,471.43	1,445.72	-	-0.87%
Aug 20, 2010	1,425.03	1,446.15	1,449.47	1,422.54	-	-1.43%
Aug 23, 2010	1,425.91	1,424.92	1,432.93	1,415.37	-	0.06%
Aug 24, 2010	1,396.86	1,423.90	1,425.81	1,389.18	-	-2.04%
Aug 25, 2010	1,385.81	1,399.16	1,403.79	1,380.09	-	-0.79%
Aug 26, 2010	1,409.51	1,386.05	1,411.17	1,385.54	-	1.71%
Aug 27, 2010	1,421.47	1,409.51	1,422.91	1,401.34	-	0.85%
Aug 30, 2010	1,427.11	1,421.47	1,435.43	1,421.09	-	0.40%
Aug 31, 2010	1,421.21	1,427.11	1,428.62	1,401.22	-	-0.41%
Sep 01, 2010	1,449.99	1,421.97	1,450.87	1,415.33	-	2.03%
Sep 02, 2010	1,455.64	1,449.99	1,461.94	1,448.23	-	0.39%
Sep 03, 2010	1,467.62	1,455.63	1,475.87	1,452.77	-	0.82%
Sep 06, 2010	1,469.75	1,467.19	1,478.35	1,464.67	-	0.15%
Sep 07, 2010	1,453.47	1,469.75	1,471.11	1,447.54	-	-1.11%
Sep 08, 2010	1,468.11	1,453.47	1,472.02	1,445.36	-	1.01%
Sep 09, 2010	1,492.00	1,469.49	1,499.11	1,464.79	-	1.63%
Sep 10, 2010	1,487.09	1,492.00	1,495.27	1,482.49	-	-0.33%
Sep 13, 2010	1,503.22	1,487.09	1,513.48	1,485.25	-	1.08%
Sep 14, 2010	1,493.21	1,503.26	1,505.79	1,486.62	-	-0.67%
Sep 15, 2010	1,484.50	1,493.21	1,498.27	1,474.28	-	-0.58%
Sep 16, 2010	1,463.88	1,484.50	1,489.45	1,463.49	-	-1.39%
Sep 17, 2010	1,464.18	1,463.88	1,482.51	1,461.26	-	0.02%
Sep 20, 2010	1,467.11	1,464.18	1,471.00	1,458.89	-	0.20%
Sep 21, 2010	1,478.21	1,467.11	1,483.86	1,467.11	-	0.76%
Sep 22, 2010	1,477.01	1,478.21	1,483.10	1,464.65	-	-0.08%
Sep 23, 2010	1,477.13	1,477.02	1,485.47	1,466.22	-	0.01%
Sep 24, 2010	1,488.67	1,477.13	1,488.67	1,468.86	-	0.78%
Sep 27, 2010	1,487.86	1,488.52	1,504.22	1,486.63	-	-0.05%
Sep 28, 2010	1,483.68	1,487.86	1,489.89	1,472.03	-	-0.28%
Sep 29, 2010	1,494.93	1,483.68	1,500.67	1,483.68	-	0.76%
Sep 30, 2010	1,507.66	1,494.77	1,509.89	1,491.23	-	0.85%
Oct 01, 2010	1,531.91	1,507.28	1,537.32	1,502.20	-	1.61%
Oct 04, 2010	1,542.58	1,532.03	1,547.43	1,528.13	-	0.70%
Oct 05, 2010	1,568.86	1,542.38	1,568.90	1,537.68	-	1.70%
Oct 06, 2010	1,578.35	1,568.86	1,589.77	1,567.64	-	0.60%
Oct 07, 2010	1,584.29	1,577.55	1,598.33	1,576.39	-	0.38%
Oct 08, 2010	1,566.85	1,584.29	1,586.61	1,555.46	-	-1.10%
Oct 11, 2010	1,588.29	1,566.35	1,588.46	1,566.34	-	1.37%
Oct 12, 2010	1,574.20	1,588.28	1,588.28	1,560.63	-	-0.89%
Oct 13, 2010	1,588.83	1,574.20	1,592.10	1,574.20	-	0.93%
Oct 14, 2010	1,586.94	1,588.83	1,605.67	1,581.62	-	-0.12%
Oct 15, 2010	1,581.90	1,586.94	1,592.23	1,578.46	-	-0.32%
Oct 18, 2010	1,583.04	1,581.90	1,585.23	1,564.44	-	0.07%
Oct 19, 2010	1,570.59	1,583.04	1,597.25	1,566.61	-	-0.79%
Oct 20, 2010	1,556.74	1,570.41	1,570.67	1,545.14	-	-0.88%
Oct 21, 2010	1,604.86	1,558.20	1,605.83	1,557.29	-	3.09%
Oct 22, 2010	1,608.71	1,604.84	1,620.04	1,592.35	-	0.24%
Oct 25, 2010	1,620.49	1,608.71	1,634.66	1,606.75	-	0.73%
Oct 26, 2010	1,609.79	1,620.22	1,622.28	1,602.54	-	-0.66%
Oct 27, 2010	1,583.17	1,609.94	1,613.91	1,583.17	-	-1.65%
Oct 28, 2010	1,583.44	1,583.17	1,593.28	1,581.68	-	0.02%
Oct 29, 2010	1,587.14	1,583.17	1,588.32	1,572.88	-	0.23%
Nov 01, 2010	1,600.36	1,586.64	1,609.67	1,585.07	-	0.83%
Nov 02, 2010	1,604.14	1,600.36	1,608.84	1,597.49	-	0.24%
Nov 03, 2010	1,602.53	1,604.00	1,612.95	1,601.68	-	-0.10%
Nov 08, 2010	1,628.42	1,603.19	1,640.95	1,601.15	-	1.62%
Nov 09, 2010	1,659.45	1,629.14	1,663.87	1,626.20	-	1.91%
Nov 10, 2010	1,637.02	1,659.45	1,659.72	1,632.98	-	-1.35%
Nov 11, 2010	1,629.37	1,637.02	1,656.93	1,629.37	-	-0.47%
Nov 12, 2010	1,610.97	1,629.89	1,634.39	1,601.81	-	-1.13%
Nov 13, 2010	1,606.08	1,610.14	1,612.07	1,598.54	-	-0.30%
Nov 15, 2010	1,609.43	1,606.08	1,616.10	1,594.16	-	0.21%
Nov 16, 2010	1,568.13	1,609.43	1,611.71	1,568.04	-	-2.57%
Nov 17, 2010	1,570.66	1,568.13	1,571.71	1,551.67	-	0.16%
Nov 18, 2010	1,598.63	1,570.44	1,598.74	1,562.05	-	1.78%
Nov 19, 2010	1,600.98	1,598.63	1,607.90	1,590.59	-	0.15%
Nov 22, 2010	1,600.30	1,600.98	1,624.78	1,597.25	-	-0.04%
Nov 23, 2010	1,573.46	1,599.86	1,601.54	1,569.19	-	-1.68%
Nov 24, 2010	1,600.50	1,573.03	1,602.23	1,566.98	-	1.72%
Nov 25, 2010	1,618.55	1,600.50	1,619.05	1,597.72	-	1.13%
Nov 26, 2010	1,602.48	1,618.55	1,619.97	1,588.15	-	-0.99%
Nov 29, 2010	1,589.31	1,602.37	1,617.63	1,586.22	-	-0.82%
Nov 30, 2010	1,597.35	1,589.31	1,603.53	1,583.47	-	0.51%
Dec 01, 2010	1,633.71	1,597.30	1,634.13	1,594.24	-	2.28%
Dec 02, 2010	1,665.72	1,633.48	1,667.35	1,632.74	-	1.96%
Dec 03, 2010	1,687.36	1,665.38	1,692.52	1,663.43	-	1.30%
Dec 06, 2010	1,711.44	1,687.36	1,712.55	1,681.60	-	1.43%
Dec 07, 2010	1,721.91	1,711.44	1,735.86	1,708.59	-	0.61%
Dec 08, 2010	1,694.30	1,721.91	1,722.21	1,694.30	-	-1.60%
Dec 09, 2010	1,711.56	1,694.30	1,716.18	1,694.01	-	1.02%
Dec 10, 2010	1,712.93	1,711.27	1,720.63	1,703.49	-	0.08%
Dec 13, 2010	1,735.50	1,712.93	1,739.76	1,712.93	-	1.32%
Dec 14, 2010	1,745.80	1,735.50	1,747.08	1,730.73	-	0.59%
Dec 15, 2010	1,757.71	1,745.80	1,769.89	1,737.02	-	0.68%
Dec 16, 2010	1,744.28	1,757.71	1,757.71	1,742.15	-	-0.76%
Dec 17, 2010	1,743.87	1,744.28	1,756.80	1,743.87	-	-0.02%
Dec 20, 2010	1,739.67	1,743.10	1,746.10	1,735.60	-	-0.24%
Dec 21, 2010	1,755.79	1,739.67	1,756.05	1,738.09	-	0.93%
Dec 22, 2010	1,764.04	1,755.79	1,768.26	1,755.22	-	0.47%
Dec 23, 2010	1,765.51	1,763.57	1,767.62	1,760.03	-	0.08%
Dec 24, 2010	1,769.57	1,765.39	1,771.91	1,765.02	-	0.23%
Dec 27, 2010	1,764.39	1,769.11	1,770.88	1,760.27	-	-0.29%
Dec 28, 2010	1,769.41	1,763.75	1,776.17	1,763.37	-	0.28%
Dec 29, 2010	1,767.82	1,769.41	1,774.26	1,761.60	-	-0.09%
Dec 30, 2010	1,770.28	1,767.82	1,770.28	1,761.16	-	0.14%
Dec 31, 2010	1,772.53	1,770.28	1,772.53	1,770.28	-	0.13%
Jan 11, 2011	1,802.23	1,770.27	1,802.23	1,767.80	-	1.68%
Jan 12, 2011	1,868.94	1,802.23	1,868.94	1,800.24	-	3.70%
Jan 13, 2011	1,878.14	1,868.94	1,887.59	1,865.91	-	0.49%
Jan 14, 2011	1,870.09	1,879.30	1,884.84	1,860.28	-	-0.43%
Jan 17, 2011	1,901.61	1,870.09	1,906.83	1,870.09	-	1.69%
Jan 18, 2011	1,900.94	1,901.61	1,922.15	1,890.16	-	-0.04%
Jan 19, 2011	1,902.75	1,900.76	1,918.15	1,898.59	-	0.10%
Jan 20, 2011	1,868.46	1,902.75	1,905.48	1,866.44	-	-1.80%
Jan 21, 2011	1,884.76	1,868.46	1,890.07	1,857.49	-	0.87%
Jan 24, 2011	1,861.66	1,884.50	1,889.97	1,848.87	-	-1.23%
Jan 25, 2011	1,863.33	1,861.46	1,877.17	1,851.69	-	0.09%
Jan 26, 2011	1,894.92	1,863.33	1,895.54	1,857.01	-	1.70%
Jan 27, 2011	1,911.48	1,894.92	1,911.82	1,886.76	-	0.87%
Jan 28, 2011	1,885.53	1,911.48	1,912.33	1,883.81	-	-1.36%
Jan 31, 2011	1,870.31	1,884.09	1,884.09	1,853.62	-	-0.81%
Feb 01, 2011	1,910.01	1,870.31	1,911.68	1,869.86	-	2.12%
Feb 02, 2011	1,931.38	1,910.01	1,943.49	1,910.01	-	1.12%
Feb 03, 2011	1,917.07	1,931.38	1,945.71	1,914.47	-	-0.74%
Feb 04, 2011	1,928.58	1,917.07	1,938.90	1,916.78	-	0.60%
Feb 07, 2011	1,935.15	1,928.58	1,940.39	1,913.83	-	0.34%
Feb 08, 2011	1,910.50	1,935.15	1,947.08	1,908.77	-	-1.27%
Feb 09, 2011	1,900.28	1,910.50	1,919.67	1,888.46	-	-0.53%
Feb 10, 2011	1,846.92	1,900.28	1,901.37	1,846.92	-	-2.81%
Feb 11, 2011	1,881.90	1,846.92	1,885.47	1,845.49	-	1.89%
Feb 14, 2011	1,879.56	1,881.90	1,905.66	1,874.62	-	-0.12%
Feb 15, 2011	1,865.99	1,879.56	1,891.70	1,863.95	-	-0.72%
Feb 16, 2011	1,877.44	1,865.99	1,880.33	1,860.42	-	0.61%
Feb 17, 2011	1,871.59	1,877.44	1,893.33	1,871.49	-	-0.31%
Feb 18, 2011	1,868.40	1,869.06	1,878.20	1,857.53	-	-0.17%
Feb 21, 2011	1,889.33	1,868.40	1,894.43	1,862.38	-	1.12%
Feb 22, 2011	1,874.76	1,889.33	1,898.67	1,856.98	-	-0.77%
Feb 24, 2011	1,901.14	1,874.76	1,908.38	1,863.13	-	1.41%
Feb 25, 2011	1,932.82	1,901.14	1,932.82	1,898.78	-	1.67%
Feb 28, 2011	1,969.91	1,932.82	1,972.50	1,929.49	-	1.92%
Mar 01, 2011	1,962.66	1,971.46	1,990.00	1,957.64	-	-0.37%
Mar 02, 2011	1,991.29	1,968.03	1,992.25	1,953.26	-	1.46%
Mar 03, 2011	2,017.82	1,991.29	2,029.27	1,989.59	-	1.33%
Mar 04, 2011	2,012.68	2,017.82	2,025.91	2,004.80	-	-0.25%
Mar 05, 2011	2,025.17	2,012.68	2,026.25	2,009.23	-	0.62%
Mar 09, 2011	2,012.22	2,028.02	2,032.58	2,002.14	-	-0.64%
Mar 10, 2011	1,949.35	2,012.22	2,012.62	1,947.36	-	-3.12%
Mar 11, 2011	1,929.59	1,949.35	1,951.34	1,921.13	-	-1.01%
Mar 14, 2011	1,944.91	1,929.59	1,962.86	1,918.61	-	0.79%
Mar 15, 2011	1,906.83	1,944.91	1,958.77	1,890.06	-	-1.96%
Mar 16, 2011	1,915.95	1,906.83	1,944.72	1,904.19	-	0.48%
Mar 17, 2011	1,945.74	1,915.95	1,950.00	1,895.12	-	1.55%
Mar 18, 2011	1,962.92	1,945.74	1,973.03	1,942.85	-	0.88%
Mar 21, 2011	1,981.98	1,962.92	1,986.63	1,960.72	-	0.97%
Mar 22, 2011	1,976.38	1,981.98	1,991.01	1,965.73	-	-0.28%
Mar 23, 2011	1,997.00	1,976.38	1,998.56	1,966.53	-	1.04%
Mar 24, 2011	2,027.89	1,997.00	2,027.89	1,992.94	-	1.55%
Mar 25, 2011	2,041.49	2,030.42	2,042.24	2,022.42	-	0.67%
Mar 28, 2011	2,045.06	2,043.30	2,047.13	2,025.96	-	0.17%
Mar 29, 2011	2,018.74	2,045.06	2,046.64	2,009.28	-	-1.29%
Mar 30, 2011	2,035.92	2,018.74	2,040.19	2,017.26	-	0.85%
Mar 31, 2011	2,044.20	2,035.92	2,047.80	2,035.92	-	0.41%
Apr 01, 2011	2,076.78	2,044.20	2,076.81	2,036.10	-	1.59%
Apr 04, 2011	2,092.32	2,080.91	2,101.26	2,054.40	-	0.75%
Apr 05, 2011	2,088.64	2,092.32	2,104.01	2,073.46	-	-0.18%
Apr 06, 2011	2,110.90	2,088.64	2,116.11	2,088.64	-	1.07%
Apr 07, 2011	2,089.52	2,110.90	2,110.90	2,084.62	-	-1.01%
Apr 08, 2011	2,123.56	2,089.52	2,124.02	2,087.47	-	1.63%
Apr 11, 2011	2,113.55	2,123.56	2,134.23	2,104.07	-	-0.47%
Apr 12, 2011	2,062.52	2,113.55	2,114.48	2,054.14	-	-2.41%
Apr 13, 2011	2,062.47	2,062.52	2,066.94	2,046.76	-	-0.00%
Apr 14, 2011	2,028.67	2,062.47	2,065.10	2,010.20	-	-1.64%
Apr 15, 2011	2,030.32	2,028.67	2,042.13	2,020.77	-	0.08%
Apr 18, 2011	1,950.15	2,030.32	2,039.50	1,944.44	-	-3.95%
Apr 19, 2011	1,988.12	1,950.07	1,988.12	1,940.67	-	1.95%
Apr 20, 2011	2,030.97	1,988.12	2,036.46	1,981.94	-	2.16%
Apr 21, 2011	2,040.60	2,030.97	2,059.16	2,028.39	-	0.47%
Apr 22, 2011	2,049.03	2,039.90	2,053.86	2,039.16	-	0.41%
Apr 25, 2011	2,030.93	2,049.03	2,074.71	2,029.62	-	-0.88%
Apr 26, 2011	2,033.32	2,030.93	2,042.70	2,013.79	-	0.12%
Apr 27, 2011	2,017.64	2,033.32	2,048.19	2,012.60	-	-0.77%
Apr 28, 2011	2,028.94	2,015.60	2,053.87	2,012.57	-	0.56%
Apr 29, 2011	2,026.94	2,028.94	2,034.80	2,011.34	-	-0.10%
May 03, 2011	1,976.74	2,026.94	2,036.19	1,976.16	-	-2.48%
May 04, 2011	1,949.94	1,976.91	1,990.63	1,943.95	-	-1.36%
May 05, 2011	1,916.33	1,950.05	1,965.33	1,904.74	-	-1.72%
May 06, 2011	1,936.29	1,916.33	1,938.37	1,875.98	-	1.04%
May 10, 2011	1,927.82	1,936.29	1,940.13	1,905.88	-	-0.44%
May 11, 2011	1,908.46	1,927.64	1,950.96	1,904.75	-	-1.00%
May 12, 2011	1,864.95	1,908.46	1,911.24	1,846.40	-	-2.28%
May 13, 2011	1,866.30	1,864.95	1,890.02	1,861.46	-	0.07%
May 16, 2011	1,846.32	1,866.30	1,867.09	1,824.98	-	-1.07%
May 17, 2011	1,828.89	1,846.32	1,855.54	1,821.11	-	-0.94%
May 18, 2011	1,849.60	1,827.80	1,860.29	1,822.34	-	1.13%
May 19, 2011	1,859.14	1,849.60	1,875.22	1,845.68	-	0.52%
May 20, 2011	1,825.34	1,858.66	1,872.68	1,824.71	-	-1.82%
May 23, 2011	1,765.04	1,825.34	1,831.61	1,762.50	-	-3.30%
May 24, 2011	1,800.04	1,764.39	1,806.06	1,760.36	-	1.98%
May 25, 2011	1,808.13	1,801.01	1,809.29	1,769.69	-	0.45%
May 26, 2011	1,818.36	1,808.13	1,831.77	1,806.22	-	0.57%
May 27, 2011	1,858.39	1,815.81	1,864.19	1,812.22	-	2.20%
May 30, 2011	1,865.74	1,858.39	1,869.54	1,856.13	-	0.40%
May 31, 2011	1,888.60	1,865.74	1,896.52	1,862.64	-	1.23%
Jun 01, 2011	1,876.81	1,888.60	1,899.93	1,875.97	-	-0.62%
Jun 02, 2011	1,883.09	1,876.82	1,883.98	1,845.88	-	0.33%
Jun 03, 2011	1,858.08	1,883.09	1,897.32	1,850.70	-	-1.33%
Jun 06, 2011	1,865.64	1,858.08	1,873.71	1,845.02	-	0.41%
Jun 07, 2011	1,904.22	1,865.64	1,904.67	1,855.78	-	2.07%
Jun 08, 2011	1,911.41	1,904.22	1,917.03	1,882.37	-	0.38%
Jun 09, 2011	1,940.98	1,913.44	1,943.90	1,906.50	-	1.55%
Jun 10, 2011	1,926.02	1,940.98	1,946.02	1,919.77	-	-0.77%
Jun 14, 2011	1,925.56	1,920.63	1,936.25	1,917.39	-	-0.02%
Jun 15, 2011	1,919.05	1,925.56	1,950.47	1,916.49	-	-0.34%
Jun 16, 2011	1,896.72	1,919.05	1,919.80	1,875.74	-	-1.16%
Jun 17, 2011	1,878.55	1,896.72	1,897.16	1,863.65	-	-0.96%
Jun 20, 2011	1,858.34	1,878.55	1,879.47	1,847.18	-	-1.08%
Jun 21, 2011	1,872.45	1,858.34	1,879.77	1,855.24	-	0.76%
Jun 22, 2011	1,878.38	1,872.56	1,881.75	1,860.74	-	0.32%
Jun 23, 2011	1,829.97	1,878.38	1,882.16	1,822.38	-	-2.58%
Jun 24, 2011	1,857.04	1,829.97	1,869.90	1,826.32	-	1.48%
Jun 27, 2011	1,842.20	1,856.77	1,858.17	1,831.45	-	-0.80%
Jun 28, 2011	1,874.34	1,842.20	1,874.34	1,839.40	-	1.74%
Jun 29, 2011	1,894.58	1,874.34	1,901.40	1,873.20	-	1.08%
Jun 30, 2011	1,906.71	1,894.58	1,910.58	1,893.76	-	0.64%
Jul 01, 2011	1,937.57	1,906.71	1,941.54	1,900.28	-	1.62%
Jul 04, 2011	1,948.48	1,936.96	1,951.41	1,934.46	-	0.56%
Jul 05, 2011	1,953.07	1,948.48	1,959.67	1,938.25	-	0.24%
Jul 06, 2011	1,939.01	1,952.92	1,959.30	1,936.61	-	-0.72%
Jul 07, 2011	1,976.90	1,939.01	1,980.51	1,938.52	-	1.95%
Jul 08, 2011	1,958.40	1,978.52	1,985.47	1,953.67	-	-0.94%
Jul 11, 2011	1,919.08	1,957.93	1,959.80	1,917.53	-	-2.01%
Jul 12, 2011	1,916.81	1,919.11	1,922.11	1,887.02	-	-0.12%
Jul 13, 2011	1,936.42	1,917.09	1,936.42	1,907.02	-	1.02%
Jul 14, 2011	1,939.68	1,940.21	1,951.51	1,924.46	-	0.17%
Jul 15, 2011	1,938.54	1,939.68	1,946.18	1,921.26	-	-0.06%
Jul 18, 2011	1,904.29	1,938.54	1,941.90	1,903.43	-	-1.77%
Jul 19, 2011	1,926.23	1,904.29	1,928.37	1,895.35	-	1.15%
Jul 20, 2011	1,936.54	1,926.23	1,948.75	1,924.41	-	0.54%
Jul 21, 2011	1,972.50	1,936.54	1,972.50	1,918.53	-	1.86%
Jul 22, 2011	1,976.82	1,972.50	1,986.84	1,970.41	-	0.22%
Jul 25, 2011	1,979.54	1,977.62	1,980.13	1,957.37	-	0.14%
Jul 26, 2011	1,987.79	1,980.09	1,999.73	1,976.43	-	0.42%
Jul 27, 2011	1,976.18	1,987.83	2,002.09	1,976.08	-	-0.58%
Jul 28, 2011	1,985.11	1,976.18	1,986.45	1,967.85	-	0.45%
Jul 29, 2011	1,965.02	1,985.18	1,988.91	1,949.81	-	-1.01%
Aug 01, 2011	1,985.78	1,965.26	2,011.62	1,965.26	-	1.06%
Aug 02, 2011	1,968.14	1,985.70	1,985.70	1,953.76	-	-0.89%
Aug 03, 2011	1,901.73	1,965.24	1,965.24	1,897.73	-	-3.37%
Aug 04, 2011	1,855.69	1,901.73	1,919.67	1,853.73	-	-2.42%
Aug 05, 2011	1,798.75	1,855.69	1,859.49	1,769.83	-	-3.07%
Aug 08, 2011	1,657.77	1,798.75	1,806.22	1,650.79	-	-7.84%
Aug 09, 2011	1,610.22	1,657.77	1,661.82	1,510.72	-	-2.87%
Aug 10, 2011	1,537.57	1,610.22	1,653.03	1,527.69	-	-4.51%
Aug 11, 2011	1,544.83	1,537.57	1,589.38	1,463.38	-	0.47%
Aug 12, 2011	1,594.68	1,544.83	1,612.41	1,528.34	-	3.23%
Aug 15, 2011	1,655.03	1,594.68	1,656.59	1,590.23	-	3.78%
Aug 16, 2011	1,632.31	1,655.03	1,658.37	1,606.05	-	-1.37%
Aug 17, 2011	1,663.86	1,633.58	1,673.42	1,613.81	-	1.93%
Aug 18, 2011	1,584.20	1,663.86	1,663.86	1,567.41	-	-4.79%
Aug 19, 2011	1,575.33	1,587.49	1,587.63	1,517.93	-	-0.56%
Aug 22, 2011	1,578.45	1,575.33	1,593.21	1,529.74	-	0.20%
Aug 23, 2011	1,578.91	1,576.20	1,611.31	1,558.30	-	0.03%
Aug 24, 2011	1,601.03	1,578.91	1,609.51	1,570.75	-	1.40%
Aug 25, 2011	1,583.97	1,596.12	1,622.21	1,583.32	-	-1.07%
Aug 26, 2011	1,596.17	1,583.44	1,598.08	1,572.69	-	0.77%
Aug 29, 2011	1,667.66	1,596.17	1,668.24	1,596.17	-	4.48%
Aug 30, 2011	1,662.35	1,667.66	1,677.60	1,648.08	-	-0.32%
Aug 31, 2011	1,702.28	1,662.35	1,704.68	1,662.26	-	2.40%
Sep 01, 2011	1,703.86	1,702.28	1,703.86	1,666.26	-	0.09%
Sep 02, 2011	1,657.25	1,701.72	1,702.80	1,653.93	-	-2.74%
Sep 05, 2011	1,617.01	1,657.25	1,661.42	1,610.61	-	-2.43%
Sep 06, 2011	1,618.63	1,616.18	1,633.05	1,603.08	-	0.10%
Sep 07, 2011	1,669.75	1,618.63	1,673.29	1,618.21	-	3.16%
Sep 08, 2011	1,675.14	1,669.73	1,680.45	1,655.80	-	0.32%
Sep 09, 2011	1,625.29	1,675.14	1,678.30	1,622.93	-	-2.98%
Sep 12, 2011	1,566.64	1,625.28	1,625.60	1,545.37	-	-3.61%
Sep 13, 2011	1,572.00	1,566.64	1,586.78	1,549.75	-	0.34%
Sep 14, 2011	1,570.38	1,572.00	1,587.76	1,553.71	-	-0.10%
Sep 15, 2011	1,603.39	1,570.38	1,621.74	1,570.22	-	2.10%
Sep 16, 2011	1,574.94	1,603.39	1,606.72	1,567.23	-	-1.77%
Sep 19, 2011	1,526.01	1,574.94	1,584.45	1,525.67	-	-3.11%
Sep 20, 2011	1,535.62	1,526.01	1,546.64	1,518.85	-	0.63%
Sep 21, 2011	1,518.64	1,535.62	1,538.44	1,516.54	-	-1.11%
Sep 22, 2011	1,387.86	1,518.64	1,529.41	1,386.44	-	-8.61%
Sep 23, 2011	1,315.95	1,387.86	1,387.86	1,289.34	-	-5.18%
Sep 26, 2011	1,315.25	1,315.95	1,343.50	1,263.46	-	-0.05%
Sep 27, 2011	1,369.93	1,316.20	1,378.40	1,306.88	-	4.16%
Sep 28, 2011	1,367.37	1,369.93	1,385.71	1,351.72	-	-0.19%
Sep 29, 2011	1,389.14	1,367.37	1,400.47	1,349.47	-	1.59%
Sep 30, 2011	1,341.09	1,389.14	1,391.46	1,323.48	-	-3.46%
Oct 03, 2011	1,291.70	1,341.09	1,343.77	1,282.77	-	-3.68%
Oct 04, 2011	1,224.92	1,291.36	1,298.55	1,200.34	-	-5.17%
Oct 05, 2011	1,217.21	1,223.64	1,254.33	1,203.87	-	-0.63%
Oct 06, 2011	1,271.71	1,217.21	1,272.34	1,214.23	-	4.48%
Oct 07, 2011	1,311.91	1,271.31	1,321.05	1,270.47	-	3.16%
Oct 10, 2011	1,365.73	1,311.91	1,366.20	1,296.73	-	4.10%
Oct 11, 2011	1,355.21	1,365.73	1,370.34	1,335.43	-	-0.77%
Oct 12, 2011	1,407.77	1,355.21	1,409.69	1,350.89	-	3.88%
Oct 13, 2011	1,396.27	1,406.86	1,422.20	1,388.12	-	-0.82%
Oct 14, 2011	1,449.28	1,396.27	1,453.54	1,394.34	-	3.80%
Oct 17, 2011	1,427.31	1,449.28	1,478.36	1,423.76	-	-1.52%
Oct 18, 2011	1,427.26	1,427.31	1,432.71	1,392.70	-	-0.00%
Oct 19, 2011	1,438.63	1,427.26	1,454.76	1,420.18	-	0.80%
