Date;Price;Open;High;Low;Vol.;Change %
Jul 27, 2009;2,209.10;2,186.07;2,213.62;2,186.07;4.73B;1.07%
Jul 28, 2009;2,237.10;2,209.52;2,240.64;2,201.19;6.90B;1.27%
Jul 29, 2009;2,225.81;2,236.90;2,241.63;2,190.41;5.28B;-0.50%
Jul 30, 2009;2,298.14;2,224.56;2,298.77;2,218.43;9.14B;3.25%
Jul 31, 2009;2,323.24;2,298.65;2,332.76;2,298.65;13.33B;1.09%
Aug 03, 2009;2,338.80;2,323.85;2,350.68;2,323.85;10.32B;0.67%
Aug 04, 2009;2,360.09;2,339.00;2,382.10;2,339.00;13.00B;0.91%
Aug 05, 2009;2,317.06;2,360.51;2,362.77;2,308.63;11.37B;-1.82%
Aug 06, 2009;2,359.98;2,317.37;2,360.05;2,309.99;14.37B;1.85%
Aug 07, 2009;2,349.13;2,359.56;2,366.96;2,333.74;11.19B;-0.46%
Aug 10, 2009;2,389.56;2,349.75;2,394.32;2,349.75;15.91B;1.72%
Aug 11, 2009;2,399.28;2,389.46;2,404.74;2,370.68;14.55B;0.41%
Aug 12, 2009;2,347.36;2,399.17;2,399.17;2,326.81;8.68B;-2.16%
Aug 13, 2009;2,396.49;2,347.98;2,408.88;2,347.98;11.01B;2.09%
Aug 14, 2009;2,386.86;2,397.63;2,411.90;2,370.09;6.12B;-0.40%
Aug 18, 2009;2,336.99;2,384.80;2,384.80;2,296.96;8.14B;-2.09%
Aug 19, 2009;2,277.75;2,337.19;2,351.18;2,271.21;7.57B;-2.53%
Aug 20, 2009;2,328.64;2,279.20;2,330.70;2,279.20;5.91B;2.23%
Aug 21, 2009;2,333.90;2,328.43;2,346.83;2,313.77;3.41B;0.23%
Aug 24, 2009;2,375.87;2,335.75;2,379.91;2,335.75;4.72B;1.80%
Aug 25, 2009;2,380.52;2,375.67;2,382.41;2,351.86;4.68B;0.20%
Aug 26, 2009;2,380.09;2,379.80;2,387.38;2,366.28;6.74B;-0.02%
Aug 27, 2009;2,356.06;2,379.67;2,379.67;2,338.69;6.06B;-1.01%
Aug 28, 2009;2,377.25;2,356.58;2,378.11;2,355.97;4.44B;0.90%
Aug 31, 2009;2,341.54;2,377.45;2,378.29;2,333.31;4.69B;-1.50%
Sep 01, 2009;2,326.91;2,341.43;2,355.81;2,325.47;3.87B;-0.62%
Sep 02, 2009;2,285.93;2,325.88;2,325.88;2,272.76;4.55B;-1.76%
Sep 03, 2009;2,322.25;2,286.23;2,329.28;2,284.93;5.79B;1.59%
Sep 04, 2009;2,322.74;2,322.56;2,333.95;2,316.05;3.58B;0.02%
Sep 07, 2009;2,340.39;2,323.16;2,342.16;2,323.16;3.79B;0.76%
Sep 08, 2009;2,371.30;2,340.70;2,371.40;2,333.87;4.65B;1.32%
Sep 09, 2009;2,383.34;2,371.51;2,389.79;2,364.65;3.52B;0.51%
Sep 10, 2009;2,411.86;2,383.75;2,422.58;2,383.75;4.74B;1.20%
Sep 11, 2009;2,415.95;2,412.18;2,425.39;2,408.41;4.84B;0.17%
Sep 14, 2009;2,382.70;2,415.11;2,415.11;2,377.03;2.70B;-1.38%
Sep 15, 2009;2,420.11;2,382.97;2,420.82;2,382.97;4.34B;1.57%
Sep 16, 2009;2,439.36;2,420.31;2,442.14;2,420.31;3.91B;0.80%
Sep 17, 2009;2,456.99;2,440.18;2,474.79;2,440.18;5.24B;0.72%
Sep 24, 2009;2,468.90;2,457.29;2,482.85;2,454.86;2.37B;0.48%
Sep 25, 2009;2,444.58;2,468.18;2,468.18;2,432.44;1.84B;-0.98%
Sep 28, 2009;2,397.83;2,444.38;2,444.38;2,394.77;2.56B;-1.91%
Sep 29, 2009;2,443.83;2,398.55;2,444.47;2,398.55;3.03B;1.92%
Sep 30, 2009;2,467.59;2,444.25;2,471.88;2,435.02;2.99B;0.97%
Oct 01, 2009;2,477.97;2,467.90;2,484.68;2,467.64;2.76B;0.42%
Oct 02, 2009;2,479.85;2,477.56;2,493.36;2,433.07;4.43B;0.08%
Oct 05, 2009;2,480.41;2,479.13;2,486.08;2,454.04;6.08B;0.02%
Oct 06, 2009;2,528.15;2,480.83;2,533.06;2,480.83;5.75B;1.92%
Oct 07, 2009;2,513.41;2,528.76;2,559.67;2,499.42;6.18B;-0.58%
Oct 08, 2009;2,484.52;2,513.82;2,524.15;2,472.63;4.51B;-1.15%
Oct 09, 2009;2,474.40;2,484.94;2,489.92;2,464.61;2.77B;-0.41%
Oct 12, 2009;2,456.69;2,474.82;2,480.76;2,446.47;2.70B;-0.72%
Oct 13, 2009;2,471.99;2,457.10;2,486.13;2,456.98;2.92B;0.62%
Oct 14, 2009;2,511.72;2,472.30;2,512.13;2,472.30;3.56B;1.61%
Oct 15, 2009;2,515.38;2,512.34;2,537.64;2,506.04;4.02B;0.15%
Oct 16, 2009;2,515.81;2,515.59;2,520.89;2,501.79;1.88B;0.02%
Oct 19, 2009;2,520.92;2,515.50;2,521.56;2,497.32;1.79B;0.20%
Oct 20, 2009;2,502.22;2,521.34;2,531.79;2,493.78;2.97B;-0.74%
Oct 21, 2009;2,476.80;2,501.39;2,501.39;2,462.03;3.44B;-1.02%
Oct 22, 2009;2,433.18;2,476.38;2,476.81;2,421.51;3.77B;-1.76%
Oct 23, 2009;2,467.95;2,433.49;2,469.14;2,429.56;4.46B;1.43%
Oct 26, 2009;2,467.71;2,468.48;2,475.91;2,456.42;3.44B;-0.01%
Oct 27, 2009;2,425.20;2,466.88;2,466.88;2,417.47;4.32B;-1.72%
Oct 28, 2009;2,355.31;2,424.41;2,426.78;2,336.80;5.01B;-2.88%
Oct 29, 2009;2,344.03;2,354.70;2,354.70;2,235.39;6.92B;-0.48%
Oct 30, 2009;2,367.70;2,345.06;2,402.42;2,345.06;5.31B;1.01%
Nov 02, 2009;2,371.64;2,365.65;2,373.20;2,294.56;4.42B;0.17%
Nov 03, 2009;2,334.11;2,371.95;2,386.18;2,328.45;3.67B;-1.58%
Nov 04, 2009;2,371.86;2,334.94;2,371.90;2,334.94;4.08B;1.62%
Nov 05, 2009;2,367.21;2,371.65;2,376.26;2,355.44;3.00B;-0.20%
Nov 06, 2009;2,395.11;2,367.63;2,403.27;2,367.63;2.89B;1.18%
Nov 09, 2009;2,406.43;2,395.41;2,406.92;2,380.49;2.28B;0.47%
Nov 10, 2009;2,381.96;2,406.74;2,432.33;2,372.04;3.60B;-1.02%
Nov 11, 2009;2,403.88;2,382.58;2,414.91;2,380.27;5.60B;0.92%
Nov 12, 2009;2,420.28;2,405.13;2,434.01;2,405.13;5.60B;0.68%
Nov 13, 2009;2,426.80;2,420.07;2,431.23;2,408.62;2.40B;0.27%
Nov 16, 2009;2,468.68;2,427.31;2,471.71;2,427.31;5.65B;1.73%
Nov 17, 2009;2,473.79;2,468.99;2,487.01;2,461.28;6.29B;0.21%
Nov 18, 2009;2,484.23;2,473.69;2,487.61;2,451.71;7.30B;0.42%
Nov 19, 2009;2,468.79;2,483.92;2,491.48;2,458.28;8.54B;-0.62%
Nov 20, 2009;2,487.36;2,468.26;2,490.29;2,458.63;7.12B;0.75%
Nov 23, 2009;2,481.42;2,487.78;2,494.82;2,467.50;6.81B;-0.24%
Nov 24, 2009;2,471.88;2,481.52;2,491.86;2,455.32;4.82B;-0.38%
Nov 25, 2009;2,461.53;2,471.09;2,482.29;2,458.74;4.39B;-0.42%
Nov 26, 2009;2,393.52;2,459.94;2,462.32;2,386.73;5.94B;-2.76%
Nov 30, 2009;2,415.84;2,393.42;2,430.25;2,370.53;4.46B;0.93%
Dec 01, 2009;2,452.50;2,416.04;2,452.50;2,413.00;3.86B;1.52%
Dec 02, 2009;2,471.56;2,452.92;2,481.88;2,452.92;4.69B;0.78%
Dec 03, 2009;2,500.04;2,471.15;2,502.55;2,471.15;5.13B;1.15%
Dec 04, 2009;2,511.54;2,499.62;2,512.66;2,484.90;3.60B;0.46%
Dec 07, 2009;2,483.76;2,511.96;2,516.18;2,478.58;2.80B;-1.11%
Dec 08, 2009;2,483.89;2,484.28;2,497.51;2,470.24;2.94B;0.01%
Dec 09, 2009;2,481.30;2,483.79;2,485.84;2,462.88;3.11B;-0.10%
Dec 10, 2009;2,486.44;2,481.50;2,492.31;2,476.57;2.81B;0.21%
Dec 11, 2009;2,519.10;2,485.82;2,519.10;2,485.82;3.07B;1.31%
Dec 14, 2009;2,506.39;2,519.30;2,519.30;2,492.45;3.33B;-0.50%
Dec 15, 2009;2,494.74;2,505.59;2,510.29;2,481.70;3.57B;-0.46%
Dec 16, 2009;2,522.54;2,495.05;2,523.19;2,482.44;3.96B;1.11%
Dec 17, 2009;2,509.58;2,522.65;2,542.50;2,505.97;3.39B;-0.51%
Dec 21, 2009;2,431.39;2,508.96;2,509.38;2,415.35;2.85B;-3.12%
Dec 22, 2009;2,467.64;2,432.22;2,468.79;2,432.22;2.34B;1.49%
Dec 23, 2009;2,474.88;2,467.84;2,476.57;2,456.21;1.93B;0.29%
Dec 28, 2009;2,509.69;2,475.09;2,512.22;2,475.09;2.37B;1.41%
Dec 29, 2009;2,518.99;2,511.26;2,520.86;2,504.87;2.21B;0.37%
Dec 30, 2009;2,534.36;2,520.30;2,534.36;2,519.01;1.99B;0.61%
Jan 04, 2010;2,575.41;2,533.95;2,576.06;2,532.90;1.83B;1.62%
Jan 05, 2010;2,605.28;2,575.62;2,606.07;2,575.62;5.70B;1.16%
Jan 06, 2010;2,603.30;2,605.48;2,622.12;2,587.71;5.16B;-0.08%
Jan 07, 2010;2,586.90;2,603.50;2,611.60;2,570.27;4.55B;-0.63%
Jan 08, 2010;2,614.37;2,586.79;2,614.54;2,583.85;7.37B;1.06%
Jan 11, 2010;2,632.20;2,615.61;2,649.20;2,615.61;5.29B;0.68%
Jan 12, 2010;2,659.55;2,632.31;2,659.98;2,623.77;5.75B;1.04%
Jan 13, 2010;2,632.87;2,657.90;2,657.90;2,623.46;4.27B;-1.00%
Jan 14, 2010;2,645.18;2,633.58;2,661.93;2,633.58;5.31B;0.47%
Jan 15, 2010;2,647.09;2,646.75;2,655.81;2,638.36;4.76B;0.07%
Jan 18, 2010;2,642.55;2,645.44;2,648.92;2,629.91;3.09B;-0.17%
Jan 19, 2010;2,666.07;2,642.35;2,666.57;2,640.18;3.28B;0.89%
Jan 20, 2010;2,667.27;2,666.58;2,689.77;2,655.00;3.70B;0.04%
Jan 21, 2010;2,638.38;2,664.66;2,664.66;2,621.36;3.24B;-1.08%
Jan 22, 2010;2,610.34;2,636.96;2,636.96;2,580.17;3.67B;-1.06%
Jan 25, 2010;2,597.86;2,609.73;2,609.73;2,575.96;3.37B;-0.48%
Jan 26, 2010;2,578.42;2,597.35;2,608.74;2,568.95;4.21B;-0.75%
Jan 27, 2010;2,564.55;2,577.91;2,594.25;2,554.88;2.60B;-0.54%
Jan 28, 2010;2,619.56;2,565.38;2,619.98;2,565.38;3.36B;2.15%
Jan 29, 2010;2,610.80;2,619.26;2,619.26;2,569.27;2.17B;-0.33%
Feb 01, 2010;2,587.55;2,610.59;2,610.59;2,571.76;3.23B;-0.89%
Feb 02, 2010;2,580.25;2,588.26;2,613.67;2,574.11;3.06B;-0.28%
Feb 03, 2010;2,604.55;2,580.66;2,606.28;2,580.66;3.83B;0.94%
Feb 04, 2010;2,593.22;2,604.75;2,610.37;2,589.05;3.80B;-0.43%
Feb 05, 2010;2,518.98;2,592.41;2,592.41;2,506.89;3.48B;-2.86%
Feb 08, 2010;2,475.57;2,518.61;2,518.61;2,431.84;3.69B;-1.72%
Feb 09, 2010;2,489.49;2,474.75;2,490.11;2,439.91;3.27B;0.56%
Feb 10, 2010;2,483.44;2,490.29;2,511.74;2,474.40;2.65B;-0.24%
Feb 11, 2010;2,507.75;2,483.64;2,508.26;2,468.85;4.09B;0.98%
Feb 12, 2010;2,534.14;2,508.15;2,536.57;2,501.99;3.53B;1.05%
Feb 15, 2010;2,517.46;2,533.73;2,533.73;2,510.96;1.67B;-0.66%
Feb 16, 2010;2,558.50;2,517.66;2,558.66;2,516.34;2.23B;1.63%
Feb 17, 2010;2,581.34;2,558.61;2,581.60;2,558.61;3.57B;0.89%
Feb 18, 2010;2,560.03;2,581.44;2,581.44;2,550.53;2.63B;-0.83%
Feb 19, 2010;2,554.38;2,559.93;2,559.93;2,527.75;2.19B;-0.22%
Feb 22, 2010;2,564.26;2,554.78;2,574.97;2,553.81;1.90B;0.39%
Feb 23, 2010;2,583.65;2,564.16;2,583.70;2,538.03;3.27B;0.76%
Feb 24, 2010;2,579.42;2,582.42;2,582.42;2,555.47;4.01B;-0.16%
Feb 25, 2010;2,549.03;2,579.31;2,583.16;2,536.09;2.37B;-1.18%
Mar 01, 2010;2,554.67;2,548.83;2,565.44;2,545.89;1.90B;0.22%
Mar 02, 2010;2,576.59;2,554.47;2,577.09;2,554.47;2.54B;0.86%
Mar 03, 2010;2,567.09;2,577.00;2,585.83;2,552.85;3.42B;-0.37%
Mar 04, 2010;2,565.65;2,566.99;2,579.53;2,557.37;2.50B;-0.06%
Mar 05, 2010;2,578.77;2,566.05;2,583.09;2,566.05;2.54B;0.51%
Mar 08, 2010;2,626.45;2,578.97;2,627.70;2,578.97;2.98B;1.85%
Mar 09, 2010;2,657.17;2,626.25;2,657.38;2,624.11;3.04B;1.17%
Mar 10, 2010;2,670.22;2,656.86;2,676.27;2,652.85;3.02B;0.49%
Mar 11, 2010;2,676.52;2,670.12;2,687.12;2,661.93;4.08B;0.24%
Mar 12, 2010;2,666.51;2,676.11;2,686.24;2,661.06;5.27B;-0.37%
Mar 15, 2010;2,669.61;2,666.41;2,683.11;2,658.55;2.95B;0.12%
Mar 17, 2010;2,756.26;2,669.41;2,756.26;2,669.41;6.57B;3.25%
Mar 18, 2010;2,737.24;2,756.46;2,779.36;2,718.31;6.03B;-0.69%
Mar 19, 2010;2,742.97;2,738.80;2,758.13;2,725.65;3.88B;0.21%
Mar 22, 2010;2,702.40;2,742.67;2,742.67;2,698.26;3.43B;-1.48%
Mar 23, 2010;2,720.86;2,702.60;2,746.14;2,702.60;2.75B;0.68%
Mar 24, 2010;2,774.85;2,721.16;2,774.85;2,721.16;3.32B;1.98%
Mar 25, 2010;2,799.15;2,773.30;2,814.86;2,760.20;4.20B;0.88%
Mar 26, 2010;2,813.08;2,799.25;2,813.08;2,792.36;4.01B;0.50%
Mar 29, 2010;2,794.77;2,813.49;2,813.80;2,780.43;4.62B;-0.65%
Mar 30, 2010;2,798.27;2,795.18;2,818.94;2,787.50;4.14B;0.13%
Mar 31, 2010;2,777.30;2,798.68;2,809.47;2,758.26;4.17B;-0.75%
Apr 01, 2010;2,830.00;2,777.70;2,834.24;2,777.70;4.21B;1.90%
Apr 05, 2010;2,887.25;2,831.03;2,890.18;2,831.03;4.42B;2.02%
Apr 06, 2010;2,880.97;2,888.81;2,911.46;2,871.75;8.45B;-0.22%
Apr 07, 2010;2,898.58;2,881.37;2,916.11;2,881.37;6.58B;0.61%
Apr 08, 2010;2,850.83;2,898.18;2,898.18;2,837.40;5.13B;-1.65%
Apr 09, 2010;2,845.01;2,850.63;2,870.97;2,833.24;4.24B;-0.20%
Apr 12, 2010;2,881.33;2,845.61;2,882.71;2,845.61;5.05B;1.28%
Apr 13, 2010;2,884.70;2,881.03;2,884.95;2,856.25;4.99B;0.12%
Apr 14, 2010;2,885.01;2,884.90;2,897.33;2,875.25;5.04B;0.01%
Apr 15, 2010;2,900.53;2,885.12;2,913.72;2,885.12;5.72B;0.54%
Apr 16, 2010;2,878.67;2,900.83;2,903.28;2,860.93;3.63B;-0.75%
Apr 19, 2010;2,840.43;2,877.97;2,877.97;2,811.79;3.76B;-1.33%
Apr 20, 2010;2,891.27;2,840.63;2,892.62;2,840.63;4.07B;1.79%
Apr 21, 2010;2,912.83;2,891.47;2,916.55;2,891.47;6.54B;0.75%
Apr 22, 2010;2,926.53;2,912.73;2,927.39;2,883.01;5.01B;0.47%
Apr 23, 2010;2,924.73;2,926.13;2,926.39;2,907.03;3.85B;-0.06%
Apr 26, 2010;2,944.71;2,924.93;2,954.83;2,924.93;4.08B;0.68%
Apr 27, 2010;2,939.30;2,943.68;2,944.44;2,930.42;4.20B;-0.18%
Apr 28, 2010;2,903.32;2,939.00;2,939.00;2,875.67;5.16B;-1.22%
Apr 29, 2010;2,926.86;2,903.52;2,927.96;2,903.52;6.14B;0.81%
Apr 30, 2010;2,971.25;2,927.26;2,972.92;2,927.26;5.24B;1.52%
May 03, 2010;2,960.90;2,971.75;2,982.36;2,950.43;4.09B;-0.35%
May 04, 2010;2,959.01;2,961.29;2,996.42;2,946.42;3.91B;-0.06%
May 05, 2010;2,846.24;2,958.52;2,958.52;2,834.96;6.43B;-3.81%
May 06, 2010;2,810.62;2,846.04;2,846.04;2,748.68;4.97B;-1.25%
May 07, 2010;2,739.33;2,808.74;2,808.74;2,705.21;3.57B;-2.54%
May 10, 2010;2,850.43;2,739.93;2,860.05;2,739.93;5.73B;4.06%
May 11, 2010;2,812.89;2,850.82;2,865.48;2,808.57;5.09B;-1.32%
May 12, 2010;2,847.62;2,812.99;2,849.08;2,812.99;2.77B;1.23%
May 14, 2010;2,858.39;2,847.13;2,869.49;2,843.85;2.80B;0.38%
May 17, 2010;2,819.47;2,857.99;2,857.99;2,780.39;2.60B;-1.36%
May 18, 2010;2,834.19;2,820.48;2,837.57;2,818.84;3.20B;0.52%
May 19, 2010;2,729.48;2,833.69;2,833.69;2,721.72;4.79B;-3.69%
May 20, 2010;2,694.25;2,730.29;2,763.88;2,660.12;4.92B;-1.29%
May 21, 2010;2,623.22;2,692.66;2,692.66;2,584.97;4.17B;-2.64%
May 24, 2010;2,609.61;2,623.72;2,672.86;2,600.85;5.42B;-0.52%
May 25, 2010;2,514.12;2,609.02;2,609.02;2,502.05;7.16B;-3.66%
May 26, 2010;2,696.78;2,514.91;2,701.99;2,514.91;9.66B;7.27%
May 27, 2010;2,713.92;2,696.28;2,732.06;2,618.28;10.05B;0.64%
May 31, 2010;2,796.96;2,714.32;2,799.45;2,714.32;5.66B;3.06%
Jun 01, 2010;2,724.61;2,796.66;2,796.66;2,724.11;5.50B;-2.59%
Jun 02, 2010;2,733.68;2,725.01;2,771.28;2,721.19;5.92B;0.33%
Jun 03, 2010;2,810.98;2,734.17;2,811.83;2,734.17;6.34B;2.83%
Jun 04, 2010;2,823.25;2,810.88;2,823.86;2,791.45;4.97B;0.44%
Jun 07, 2010;2,750.23;2,820.88;2,820.88;2,698.28;3.97B;-2.59%
Jun 08, 2010;2,779.98;2,750.35;2,781.35;2,750.35;4.31B;1.08%
Jun 09, 2010;2,785.79;2,779.78;2,794.18;2,765.35;4.10B;0.21%
Jun 10, 2010;2,770.79;2,786.19;2,792.52;2,758.16;3.46B;-0.54%
Jun 11, 2010;2,801.90;2,771.48;2,817.41;2,771.48;3.08B;1.12%
Jun 14, 2010;2,826.84;2,802.10;2,826.96;2,802.10;2.50B;0.89%
Jun 15, 2010;2,830.17;2,827.03;2,850.03;2,824.38;3.72B;0.12%
Jun 16, 2010;2,858.66;2,830.67;2,877.85;2,830.67;3.78B;1.01%
Jun 17, 2010;2,891.10;2,856.37;2,897.61;2,856.37;4.96B;1.13%
Jun 18, 2010;2,929.59;2,891.30;2,932.06;2,891.30;6.32B;1.33%
Jun 21, 2010;2,941.90;2,929.99;2,981.28;2,926.08;5.48B;0.42%
Jun 22, 2010;2,934.59;2,940.90;2,956.81;2,921.30;3.45B;-0.25%
Jun 23, 2010;2,924.79;2,933.90;2,933.90;2,899.27;4.59B;-0.33%
Jun 24, 2010;2,914.09;2,924.89;2,946.54;2,908.35;4.06B;-0.37%
Jun 25, 2010;2,947.02;2,913.80;2,949.42;2,904.39;2.52B;1.13%
Jun 28, 2010;2,955.73;2,947.22;2,975.90;2,945.22;2.97B;0.30%
Jun 29, 2010;2,893.37;2,955.83;2,960.81;2,872.42;2.74B;-2.11%
Jun 30, 2010;2,913.68;2,892.58;2,918.06;2,844.45;2.49B;0.70%
Jul 01, 2010;2,874.25;2,912.88;2,912.88;2,860.91;3.86B;-1.35%
Jul 02, 2010;2,871.55;2,874.84;2,891.18;2,861.22;2.45B;-0.09%
Jul 05, 2010;2,877.30;2,871.95;2,885.36;2,869.07;2.26B;0.20%
Jul 06, 2010;2,910.65;2,877.40;2,912.08;2,864.75;2.46B;1.16%
Jul 07, 2010;2,902.04;2,910.53;2,913.84;2,890.29;2.05B;-0.30%
Jul 08, 2010;2,915.91;2,902.63;2,936.26;2,902.63;4.20B;0.48%
Jul 09, 2010;2,943.90;2,916.20;2,943.96;2,909.67;4.29B;0.96%
Jul 12, 2010;2,958.79;2,942.13;2,972.56;2,940.60;3.46B;0.51%
Jul 13, 2010;2,961.51;2,957.79;2,978.51;2,946.41;2.77B;0.09%
Jul 14, 2010;2,981.06;2,961.71;2,994.59;2,961.71;3.95B;0.66%
Jul 15, 2010;2,980.60;2,980.06;2,987.04;2,956.89;4.53B;-0.02%
Jul 16, 2010;2,992.45;2,980.48;2,992.45;2,972.27;4.34B;0.40%
Jul 19, 2010;2,975.57;2,992.16;2,992.16;2,948.03;2.91B;-0.56%
Jul 20, 2010;2,995.44;2,975.87;2,995.44;2,970.80;4.28B;0.67%
Jul 21, 2010;3,013.40;2,995.74;3,014.48;2,994.21;5.06B;0.60%
Jul 22, 2010;3,009.92;3,013.70;3,019.01;2,997.30;4.22B;-0.12%
Jul 23, 2010;3,042.02;3,010.32;3,051.36;3,010.32;5.12B;1.07%
Jul 26, 2010;3,023.70;3,042.12;3,062.95;3,014.55;4.18B;-0.60%
Jul 27, 2010;3,041.68;3,023.99;3,061.63;3,023.99;3.81B;0.59%
Jul 28, 2010;3,057.47;3,041.58;3,064.79;3,041.58;3.99B;0.52%
Jul 29, 2010;3,096.82;3,057.97;3,097.19;3,056.67;4.57B;1.29%
Jul 30, 2010;3,069.28;3,096.72;3,104.08;3,054.10;3.36B;-0.89%
Aug 02, 2010;3,058.98;3,070.28;3,083.86;3,048.59;2.96B;-0.34%
Aug 03, 2010;2,973.66;3,059.37;3,084.17;2,965.56;4.32B;-2.79%
Aug 04, 2010;2,983.25;2,973.85;3,001.12;2,959.75;3.03B;0.32%
Aug 05, 2010;3,044.94;2,983.84;3,046.87;2,983.84;3.59B;2.07%
Aug 06, 2010;3,060.59;3,045.43;3,062.68;3,031.43;2.78B;0.51%
Aug 09, 2010;3,082.60;3,057.55;3,082.78;3,056.17;2.45B;0.72%
Aug 10, 2010;3,057.16;3,082.99;3,083.29;3,047.22;2.39B;-0.83%
Aug 11, 2010;3,035.32;3,054.64;3,061.88;3,022.50;2.88B;-0.71%
Aug 12, 2010;3,025.64;3,034.24;3,034.24;2,993.77;2.59B;-0.32%
Aug 13, 2010;3,053.01;3,025.74;3,053.57;3,025.74;2.25B;0.90%
Aug 16, 2010;3,052.60;3,052.91;3,059.04;3,032.43;2.60B;-0.01%
Aug 18, 2010;3,072.09;3,053.36;3,072.83;3,045.22;3.51B;0.64%
Aug 19, 2010;3,105.35;3,072.48;3,118.37;3,072.48;5.73B;1.08%
Aug 20, 2010;3,117.72;3,103.37;3,118.65;3,084.99;4.46B;0.40%
Aug 23, 2010;3,128.73;3,117.43;3,129.66;3,107.76;5.52B;0.35%
Aug 24, 2010;3,114.94;3,128.44;3,145.11;3,099.91;4.90B;-0.44%
Aug 25, 2010;3,138.91;3,114.74;3,140.16;3,102.51;6.59B;0.77%
Aug 26, 2010;3,145.14;3,138.52;3,150.16;3,128.87;6.94B;0.20%
Aug 27, 2010;3,104.73;3,145.04;3,145.04;3,089.69;4.82B;-1.28%
Aug 30, 2010;3,099.57;3,105.22;3,138.49;3,089.64;3.82B;-0.17%
Aug 31, 2010;3,081.88;3,098.77;3,099.75;3,058.05;3.60B;-0.57%
Sep 01, 2010;3,135.32;3,081.49;3,135.54;3,081.49;3.83B;1.73%
Sep 02, 2010;3,122.15;3,135.71;3,159.72;3,105.81;4.01B;-0.42%
Sep 03, 2010;3,164.28;3,122.25;3,164.36;3,122.25;3.62B;1.35%
Sep 06, 2010;3,217.15;3,164.47;3,217.37;3,164.47;2.84B;1.67%
Sep 07, 2010;3,230.89;3,217.54;3,239.45;3,214.20;3.68B;0.43%
Sep 15, 2010;3,357.03;3,232.08;3,360.05;3,232.08;4.68B;3.90%
Sep 16, 2010;3,341.63;3,357.13;3,358.12;3,317.80;5.09B;-0.46%
Sep 17, 2010;3,384.65;3,341.44;3,390.56;3,341.44;9.27B;1.29%
Sep 20, 2010;3,370.98;3,384.56;3,392.06;3,344.90;10.28B;-0.40%
Sep 21, 2010;3,365.04;3,371.47;3,405.85;3,342.20;10.10B;-0.18%
Sep 22, 2010;3,343.34;3,365.13;3,380.20;3,332.27;11.22B;-0.64%
Sep 23, 2010;3,337.20;3,343.83;3,351.39;3,313.31;7.51B;-0.18%
Sep 24, 2010;3,397.63;3,338.71;3,400.56;3,331.86;4.98B;1.81%
Sep 27, 2010;3,468.04;3,397.82;3,472.03;3,397.82;6.05B;2.07%
Sep 28, 2010;3,472.71;3,468.23;3,524.32;3,455.50;6.18B;0.13%
Sep 29, 2010;3,495.46;3,473.29;3,513.36;3,473.29;6.12B;0.66%
Sep 30, 2010;3,501.30;3,495.76;3,514.77;3,487.71;5.58B;0.17%
Oct 01, 2010;3,547.11;3,501.20;3,550.03;3,501.20;5.02B;1.31%
Oct 04, 2010;3,569.50;3,547.31;3,594.37;3,547.31;5.64B;0.63%
Oct 05, 2010;3,591.70;3,569.59;3,592.09;3,553.09;6.84B;0.62%
Oct 06, 2010;3,603.40;3,592.08;3,630.39;3,582.25;8.12B;0.33%
Oct 07, 2010;3,586.19;3,603.50;3,605.53;3,540.61;6.48B;-0.48%
Oct 08, 2010;3,546.95;3,585.89;3,585.89;3,532.01;5.42B;-1.09%
Oct 11, 2010;3,548.75;3,547.72;3,575.24;3,536.51;5.45B;0.05%
Oct 12, 2010;3,547.25;3,548.94;3,565.41;3,535.78;6.45B;-0.04%
Oct 13, 2010;3,611.98;3,549.47;3,611.98;3,547.98;8.52B;1.82%
Oct 14, 2010;3,618.48;3,612.17;3,645.61;3,603.00;6.64B;0.18%
Oct 15, 2010;3,597.03;3,619.47;3,619.47;3,584.79;5.01B;-0.59%
Oct 18, 2010;3,566.92;3,596.84;3,596.84;3,557.28;4.98B;-0.84%
