"","BIST 100 (XU100)_history.csv Date","BIST 100 (XU100)_history.csv Price","BIST 100 (XU100)_history.csv Open","BIST 100 (XU100)_history.csv High","BIST 100 (XU100)_history.csv Low","BIST 100 (XU100)_history.csv Volume"
"1791",2016-02-10,71614.22,71672.1,72249.88,70856.37,"7.03e+08"
"1792",2016-02-11,70941.65,71116.39,71281.57,69889.81,"829500000"
"1793",2016-02-12,70937.4,71331.83,71541.79,70895.67,"642830000"
"1794",2016-02-15,71008.09,71275.31,71566.39,69436.07,"781330000"
"1795",2016-02-16,70949.22,71586.49,71815.85,70807.45,"621110000"
"1796",2016-02-17,72805.12,70922.65,72855.79,70653.59,"792820000"
"1797",2016-02-18,73446.47,72709.21,73446.47,72322.33,"730060000"
"1798",2016-02-19,73015.42,73400.95,73455.61,72671.16,"613300000"
"1799",2016-02-22,74893.9,73656.62,74893.9,73566.4,"751610000"
"1800",2016-02-23,75499.76,74854.64,75923.81,74674.31,"912710000"
"1801",2016-02-24,74067.21,75638.72,75705.44,73916.02,"805790000"
"1802",2016-02-25,75201.89,74551.7,75504.17,74351.13,"731510000"
"1803",2016-02-26,74929.02,75570.61,76017.39,74835.6,"707770000"
"1804",2016-02-29,75814.41,74709.59,75954.83,74423.81,"695370000"
"1805",2016-03-01,75955.43,75949.08,76184.62,75642.13,"634700000"
"1806",2016-03-02,76787.95,76635.66,77096.52,76415.08,"723460000"
"1807",2016-03-03,76828.32,77062.56,77527.33,76466.08,"747230000"
"1808",2016-03-04,77191.14,76943.53,77191.14,76163.94,"747730000"
"1809",2016-03-07,77483.85,77349.55,77989.76,77150.42,"745610000"
"1810",2016-03-08,77682.88,77284.19,78143.92,77157.99,"840030000"
"1811",2016-03-09,78738.19,77628.86,78738.19,77398.35,"757310000"
"1812",2016-03-10,79024.69,78856.1,79674.05,78505.03,"948050000"
"1813",2016-03-11,79380.18,79565.89,79613.12,78743.46,"710090000"
"1814",2016-03-14,80110.88,79203.09,80114.6,79179.92,"716490000"
"1815",2016-03-15,79031.07,80087.19,80091.21,78774.6,"810240000"
"1816",2016-03-16,79369.24,79168.74,79574.05,78419.53,"689650000"
"1817",2016-03-17,81377.13,80477.35,81389.27,80396.17,"885840000"
"1818",2016-03-18,82943.44,81482.74,82943.44,81221.19,"810050000"
"1819",2016-03-21,83402.73,82775.57,83523.69,82436.63,"839800000"
"1820",2016-03-22,81766.14,82853.03,82853.03,80983,"1.09e+09"
"1821",2016-03-23,80383.69,81549.27,81735.04,80171.7,"884960000"
"1822",2016-03-24,81358.38,80297.44,81389.59,80121.03,"771850000"
"1823",2016-03-25,81356.45,81423.37,81753.38,81289.85,"319060000"
"1824",2016-03-28,81344.55,81494.08,81731.07,80873.1,"363060000"
"1825",2016-03-29,81733.62,81716.75,82273.33,81522.9,"617200000"
"1826",2016-03-30,82917.75,82374.98,83041.35,82299.46,"711130000"
"1827",2016-03-31,83268.04,82917.5,83446.84,82486.84,"728040000"
"1828",2016-04-01,82359.44,82987.2,83054.63,81931.92,"658900000"
"1829",2016-04-04,83872.91,82762.54,83872.91,82599.87,"758560000"
"1830",2016-04-05,82964.08,83620.5,83701.04,82465.04,"721200000"
"1831",2016-04-06,81511.27,82906.1,83026.05,81511.27,"737280000"
"1832",2016-04-07,81164.66,82008.12,82252.59,81080.72,"621520000"
"1833",2016-04-08,82502.11,81451.03,82576.11,80884.03,"722850000"
"1834",2016-04-11,83987.53,82630.54,84101.43,82301.42,"873480000"
"1835",2016-04-12,83719.8,83859.36,84429.97,83263.83,"914010000"
"1836",2016-04-13,85696.67,84151.9,85808.84,84009.16,"924080000"
"1837",2016-04-14,85784.95,85749.81,86254.5,85340.41,"956170000"
"1838",2016-04-15,85573.25,85970.85,86188.01,84807.93,"729990000"
"1839",2016-04-18,86343.65,85180.38,86386.7,84997.66,"765880000"
"1840",2016-04-19,86250.97,86607.43,86693.5,85806.74,"726860000"
"1841",2016-04-20,85550.21,86008.52,86931.34,85271.54,"987960000"
"1842",2016-04-21,85670.8,85936.57,86450.04,85117.74,"664810000"
"1843",2016-04-22,85828.66,85847.37,85929.31,85150.63,"596430000"
"1844",2016-04-25,85109.37,85573.44,85851.23,84984.19,"584490000"
"1845",2016-04-26,85756.42,85347.24,85938.32,85042.85,"702270000"
"1846",2016-04-27,85374.19,85877.39,86121.04,85291.5,"544840000"
"1847",2016-04-28,85477.83,85467.41,85676.38,84763.17,"663260000"
"1848",2016-04-29,85327.8,85525.08,85664.35,84837.94,"525510000"
"1849",2016-05-02,83829.85,85241.69,85268.59,83811.66,"462870000"
"1850",2016-05-03,81069.75,84132.89,84290.46,80885.22,"866870000"
"1851",2016-05-04,79382.62,81000.6,81040.11,79070.14,"936920000"
"1852",2016-05-05,78698.84,77712.51,79907.82,77519.53,"1.05e+09"
"1853",2016-05-06,78368.06,78724.89,78800.96,77209.05,"958970000"
"1854",2016-05-09,79062.1,79031.71,79736.95,78878.87,"610080000"
"1855",2016-05-10,78802.38,79108.78,79465.96,78403.18,"673320000"
"1856",2016-05-11,79027.81,78906.87,79166.8,78023.3,"707760000"
"1857",2016-05-12,78304.21,79078.68,79570.21,78246.44,"664620000"
"1858",2016-05-13,77808.43,77936.24,78597.42,77586.12,"602910000"
"1859",2016-05-16,76999.7,77959.97,78201.25,76701.16,"480370000"
"1860",2016-05-17,77277.19,77445.93,77765.26,76449.51,"637610000"
"1861",2016-05-18,77243.88,77026.29,77574.72,76479.04,"691390000"
"1862",2016-05-20,76357.74,77209.47,77491.62,76302.44,"640740000"
"1863",2016-05-23,76765.85,76533.5,76969.29,76207.57,"485790000"
"1864",2016-05-24,79434.6,76526.41,79505.25,76459.51,"967140000"
"1865",2016-05-25,78609.06,79472.58,79941.01,78593.41,"691220000"
"1866",2016-05-26,78035.63,78313.97,78604.49,77613.53,"681820000"
"1867",2016-05-27,78028.9,78140.69,78509.43,77801.7,"497490000"
"1868",2016-05-30,78535.24,77948.05,78868.64,77948.05,"482430000"
"1869",2016-05-31,77803.41,78951.86,79105.57,77803.41,"612650000"
"1870",2016-06-01,77034.93,77911.71,78042.85,77022.07,"586550000"
"1871",2016-06-02,76272.1,77271.26,77445.4,76233.8,"450950000"
"1872",2016-06-03,78139.49,76549.37,78483.87,76486.18,"569670000"
"1873",2016-06-06,78592.83,78520.97,78957.48,78334.72,"478160000"
"1874",2016-06-07,78157.62,78968.39,79419.71,78023.54,"644560000"
"1875",2016-06-08,78832.65,78364.42,79063.15,77721.56,"633890000"
"1876",2016-06-09,77711.73,78845.09,78953.67,77656.1,"569250000"
"1877",2016-06-10,76887.29,77703.08,77838.94,76723.22,"488950000"
"1878",2016-06-13,76534.23,76468.27,76555.98,75385.75,"551410000"
"1879",2016-06-14,75759.53,76408.47,76615.61,75356.92,"634850000"
"1880",2016-06-15,76237.35,76304.23,76591.63,76061.72,"537490000"
"1881",2016-06-16,74671.68,75870.37,76088.9,74671.68,"442920000"
"1882",2016-06-17,75430.53,75347.49,75791.5,74913.95,"561020000"
"1883",2016-06-20,77523.09,76446.18,77528.75,76400.52,"4.98e+08"
"1884",2016-06-21,77531.37,77559.36,78060.6,77317.76,"582250000"
"1885",2016-06-22,77267.46,77687.03,77999.54,77139.23,"445510000"
"1886",2016-06-23,77989.87,77550.19,78350.76,77211.05,"598360000"
"1887",2016-06-24,75366,74073.82,75528.64,74016.71,"672210000"
"1888",2016-06-27,75161.24,75458.45,75907.87,74881.89,"741290000"
"1889",2016-06-28,76929.34,75855.2,77093.44,75855.2,"611510000"
"1890",2016-06-29,76711.97,76744.17,77386.33,76355.14,"735600000"
"1891",2016-06-30,76817.19,76916.56,77369.32,76498.71,"576700000"
"1892",2016-07-01,77952.11,77177.59,77952.11,77177.59,"427270000"
"1893",2016-07-04,78387.7,78120.41,78387.7,78000.11,"166930000"
"1894",2016-07-08,78019.48,78185.44,78347.12,77649.86,"468430000"
"1895",2016-07-11,79234.95,78626.07,79290.59,78626.07,"543500000"
"1896",2016-07-12,81141.57,79366.26,81141.57,79250.09,"853250000"
"1897",2016-07-13,81321.74,81216.61,81639.14,80917.2,"721960000"
"1898",2016-07-14,82589.76,81770.18,82699.03,81591.07,"644560000"
"1899",2016-07-15,82825.36,82385.58,82825.36,82234.14,"532450000"
"1900",2016-07-18,76957.61,80755.89,81110.29,75427.59,"1.29e+09"
"1901",2016-07-19,76177.82,76220.41,78338.21,75849.84,"1.13e+09"
"1902",2016-07-20,74902.84,76500.98,76784.46,74597.25,"848650000"
"1903",2016-07-21,71594.98,74196.73,74196.73,71537.52,"958130000"
"1904",2016-07-22,71738.43,72728.07,72801.93,70426.16,"844690000"
"1905",2016-07-25,74174.01,72422.65,74362.34,72395.4,"687740000"
"1906",2016-07-26,73689.43,74774.78,74831.62,73208.68,"681600000"
"1907",2016-07-27,75075.7,73971.47,75075.7,73758.07,"730240000"
"1908",2016-07-28,75244.06,75482.37,75924.32,74884.09,"680850000"
"1909",2016-07-29,75405.53,75306.5,75615.35,74473.95,"590360000"
"1910",2016-08-01,76711.68,76227.87,76843.26,76223.26,"618760000"
"1911",2016-08-02,75803.92,76699.83,76838.47,75788.28,"709150000"
"1912",2016-08-03,74552.15,75690.45,75818.58,74142.01,"623560000"
"1913",2016-08-04,76125.64,74764.78,76125.64,74255.08,"704370000"
"1914",2016-08-05,76065.69,76341.9,76745.46,75112.12,"638700000"
"1915",2016-08-08,77779.1,77413.6,77934.09,76980.66,"689630000"
"1916",2016-08-09,78524.89,77908.15,78824.91,77711.04,"1.02e+09"
"1917",2016-08-10,77955.65,78674.95,78733,77532.03,"725670000"
"1918",2016-08-11,79033.57,78079.73,79066.73,77763.34,"631230000"
"1919",2016-08-12,78228.56,79301.35,79366.59,78030.8,"626960000"
"1920",2016-08-15,78472.57,78719.3,79041.41,78244.85,"477340000"
"1921",2016-08-16,77707.13,78788.11,78911.79,77637.78,"623510000"
"1922",2016-08-17,78147.82,77799.14,78599.34,77602.24,"521780000"
"1923",2016-08-18,77970.93,78706.54,78880.84,77661.69,"511870000"
"1924",2016-08-19,78145.59,78003.94,78214.47,77274.08,"428470000"
"1925",2016-08-22,77953.27,77715.59,78102.37,77436.77,"452220000"
"1926",2016-08-23,77333.61,78222.21,78292.83,77333.61,"593950000"
"1927",2016-08-24,76116.31,76290.9,76290.9,75113.56,"7.14e+08"
"1928",2016-08-25,76789.89,76464.35,77009.15,76442.74,"718290000"
"1929",2016-08-26,77119.65,76731.3,77284.56,76220.05,"604820000"
"1930",2016-08-29,76118.84,76746.86,76949.6,76075.56,"399860000"
"1931",2016-08-31,75967.63,76125.93,76517.81,75872.04,"551270000"
"1932",2016-09-01,75852.8,76199.93,76367.78,75730.88,"478290000"
"1933",2016-09-02,76884.32,76049.97,76975.47,75973.23,"525970000"
"1934",2016-09-05,77791.6,77332.79,77845.47,77279.72,"500830000"
"1935",2016-09-06,77994.79,77991.45,78195.24,77702.69,"522500000"
"1936",2016-09-07,77643.18,78210.75,78293.82,77476.75,"466030000"
"1937",2016-09-08,77843.49,77867.13,78194.84,77447.94,"503880000"
"1938",2016-09-09,77053.54,77663.68,77753.91,77020.83,"654520000"
"1939",2016-09-16,76020.29,77141.68,77255.42,76010.4,"573930000"
"1940",2016-09-19,77670.75,76512,77745.24,76512,"608620000"
"1941",2016-09-20,77313.46,77654.56,77714.49,77014.11,"669710000"
"1942",2016-09-21,77915.89,77452.65,78136.13,77157.47,"687860000"
"1943",2016-09-22,79795.94,78856.15,79897.91,78781.2,"899690000"
"1944",2016-09-23,79756.44,79790.74,80087.06,79515.5,"670750000"
"1945",2016-09-26,76725.73,76243.51,76952.35,76148.33,"883210000"
"1946",2016-09-27,77160.67,76972.34,77483.51,76651.9,"655950000"
"1947",2016-09-28,77677.78,77273.8,77845.52,77216.04,"682430000"
"1948",2016-09-29,77076.8,77807.69,77857.31,76792.82,"745850000"
"1949",2016-09-30,76488.38,76682.82,76771.03,76170.66,"543870000"
"1950",2016-10-03,77225.39,76924.12,77444.76,76924.12,"575350000"
"1951",2016-10-04,77057.77,77326.61,77542.11,76899.12,"856080000"
"1952",2016-10-05,77853.65,76712.85,77970.77,76484.84,"924600000"
"1953",2016-10-06,77894.72,78191.39,78605.55,77842.34,"765010000"
"1954",2016-10-07,77975.99,78102.03,78500.4,77676.06,"603580000"
"1955",2016-10-10,77835.29,78296.85,78506.06,77682.75,"808060000"
"1956",2016-10-11,77643.59,77773.52,77889.55,77280.27,"845210000"
"1957",2016-10-12,77461.27,77903.57,78099.62,77146.46,"828680000"
"1958",2016-10-13,76810.31,77469.73,77602.2,76612.52,"867790000"
"1959",2016-10-14,77554.21,77091.31,77677.29,76756.51,"738520000"
"1960",2016-10-17,77437.58,77418.46,77675.58,76991.21,"697140000"
"1961",2016-10-18,78340.39,77796.29,78462.3,77796.29,"867480000"
"1962",2016-10-19,79209.85,78675.88,79277.56,78543.54,"746070000"
"1963",2016-10-20,79252.41,79355.32,79541.38,79061.55,"745780000"
"1964",2016-10-21,78843.66,79310.89,79335.26,78711.75,"547190000"
"1965",2016-10-24,79932.55,79242.08,80065.22,79204.51,"587620000"
"1966",2016-10-25,79433.31,79914.91,80290.93,79360.31,"730630000"
"1967",2016-10-26,79397.94,79492.59,79667,79023.84,"792530000"
"1968",2016-10-27,78739.17,79343.26,79492.54,78641.16,"639710000"
"1969",2016-10-28,78332.87,78593.06,78736.67,78071.36,"312980000"
"1970",2016-10-31,78536.17,78558.95,78861.13,78196.52,"517850000"
"1971",2016-11-01,77428.56,78801.98,78957,77376.53,"736650000"
"1972",2016-11-02,77171.59,77341.07,77611.94,77155.8,"561760000"
"1973",2016-11-03,76681.37,77324.88,77554.59,76612.34,"5.87e+08"
"1974",2016-11-04,74267.17,75805.47,75992.23,74238.81,"954160000"
"1975",2016-11-07,75681.96,75201.51,75899.94,75201.51,"693610000"
"1976",2016-11-08,76367.79,75646.3,76413.32,75193.41,"791300000"
"1977",2016-11-09,76208.97,74561.69,76259.76,74509.21,"1.06e+09"
"1978",2016-11-10,76360.36,76881.12,77108.02,76360.36,"832120000"
"1979",2016-11-11,75174.17,76218,76427.78,75174.17,"732590000"
"1980",2016-11-14,74419.1,75397.12,75489.95,74292.46,"692610000"
"1981",2016-11-15,75150.56,74735.19,75309.76,74628.7,"644200000"
"1982",2016-11-16,74759.06,75347.02,75410.56,74399.06,"605750000"
"1983",2016-11-17,75136.22,74991.46,75688.61,74856.53,"638520000"
"1984",2016-11-18,75638.96,74918.31,75783.93,74495.84,"642980000"
"1985",2016-11-21,75543.57,75880.58,75937.65,75193.53,"552840000"
"1986",2016-11-22,75811.99,75529.52,76215.84,75415.32,"549220000"
"1987",2016-11-23,75036.9,76081.01,76173.42,74976.9,"569760000"
"1988",2016-11-24,74193.07,74972.62,75867.32,74104.58,"992780000"
"1989",2016-11-25,74363.45,74067.49,74597.99,73752.67,"556710000"
"1990",2016-11-28,74990.23,74999.68,75332.99,74907.16,"518660000"
"1991",2016-11-29,74205.48,74845.44,75120.1,74197.72,"589920000"
"1992",2016-11-30,73995.2,74499.72,74561.82,73631.28,"628680000"
"1993",2016-12-01,72519.85,74059.62,74094.39,72336.02,"843860000"
"1994",2016-12-02,73390.94,72657.68,73545.28,71792.96,"780150000"
"1995",2016-12-05,73599.7,73068.65,74169.65,73014.12,"660800000"
"1996",2016-12-06,75433.34,73991.27,75446.11,73991.27,"722610000"
"1997",2016-12-07,76030.78,75434.41,76123.78,75194.11,"753910000"
"1998",2016-12-08,75929.32,76264.87,76458.51,75116.85,"798060000"
"1999",2016-12-09,75727.28,76116.42,76177.14,75584.76,"499010000"
"2000",2016-12-12,76239.63,75347.13,76239.63,74908.89,"582610000"
"2001",2016-12-13,76995.27,76532.65,77016.08,76268.7,"651580000"
"2002",2016-12-14,76880.85,76892.95,77109.21,76458.55,"482740000"
"2003",2016-12-15,77678.59,76325.99,77678.59,76255.84,"816970000"
"2004",2016-12-16,77589.65,77802.82,77904.15,77425.46,"625470000"
"2005",2016-12-19,77157.79,77741.44,77937.02,77157.79,"529740000"
"2006",2016-12-20,77807.89,77009.42,77875.02,76883.74,"513960000"
"2007",2016-12-21,77619.47,77988.68,78203.47,77558.5,"484440000"
"2008",2016-12-22,77404.74,77739.96,77867.05,77251.01,"549500000"
"2009",2016-12-23,76972.15,77443.4,77588.76,76902.64,"434430000"
"2010",2016-12-26,77028.47,77086,77257.17,77028.47,"191840000"
"2011",2016-12-27,76699.41,77164.39,77265.91,76592.74,"355030000"
"2012",2016-12-28,77547.71,76687.74,77549.13,76514.26,"435770000"
"2013",2016-12-29,77835.85,77504.17,77953.46,77457.89,"405160000"
"2014",2016-12-30,78138.66,77959.52,78371.86,77765.42,"370370000"
"2015",2017-01-02,77754.46,77907.2,77969.07,77570.08,"316350000"
"2016",2017-01-03,76618.2,77866.96,77951.89,76618.2,"713320000"
"2017",2017-01-04,76143.59,76805.98,77022.24,75836.56,"597230000"
"2018",2017-01-05,76386.3,76386.39,76808.59,75656.75,"808890000"
"2019",2017-01-06,77106.57,76259.87,77150.22,76145.05,"512230000"
"2020",2017-01-09,77394.44,76786.9,77634.9,76636.38,"520440000"
"2021",2017-01-10,77393.69,77195.79,77733.15,77141.69,"771510000"
"2022",2017-01-11,77666.58,77100.11,77806.91,76650.33,"822200000"
"2023",2017-01-12,80891.04,77992.42,81090.33,77899.73,"1.45e+09"
"2024",2017-01-13,81524.32,80783,81642.15,80358.94,"1.14e+09"
"2025",2017-01-16,81711.69,81662.45,82160.05,81345,"835630000"
"2026",2017-01-17,82362.77,82103.4,82540.91,81657.11,"975380000"
"2027",2017-01-18,82779.25,82510.83,82895.24,82119.44,"1.02e+09"
"2028",2017-01-19,82300.32,82964.1,83317.74,82028.44,"914250000"
"2029",2017-01-20,83067.15,82350.96,83261.99,81997.22,"7.41e+08"
"2030",2017-01-23,83047.8,83429.51,83575.55,82899.81,"742630000"
"2031",2017-01-24,84207.89,83195.9,84262.23,82880.21,"965620000"
"2032",2017-01-25,83128.26,84129.38,84278.03,82811.15,"849100000"
"2033",2017-01-26,83826.54,83418.81,84025.3,82922.63,"773820000"
"2034",2017-01-27,83827.39,83578.96,84209.34,83441.56,"710400000"
"2035",2017-01-30,86237.54,83670.05,86279.77,83650.45,"1.12e+09"
"2036",2017-01-31,86295.72,86293.8,86717.05,85925.1,"1.06e+09"
"2037",2017-02-01,86847.96,86390.04,86920.13,86000.86,"831300000"
"2038",2017-02-02,87394.19,87166.87,87675.1,86819.3,"1.11e+09"
"2039",2017-02-03,88389.5,87343.04,88389.5,87047.45,"956390000"
"2040",2017-02-06,87357.86,89121.97,89537.82,87339.56,"1.11e+09"
"2041",2017-02-07,87476.73,87154.8,88075.33,86877.27,"903160000"
"2042",2017-02-08,88249.08,87598.98,88386.49,87316.37,"870110000"
"2043",2017-02-09,88830.21,88383.01,89005.1,87846.48,"966200000"
"2044",2017-02-10,87473.33,89119.9,89370.08,87318.54,"1.06e+09"
"2045",2017-02-13,88578.31,87731.52,88814.01,87528.57,"753410000"
"2046",2017-02-14,88082.21,88848.52,88870.62,87504.69,"1e+09"
"2047",2017-02-15,87881.97,88294.26,88539.94,87726.11,"773420000"
"2048",2017-02-16,88186.86,88246.07,88463.91,87997.5,"641680000"
"2049",2017-02-17,88830.41,88134.81,88998.41,88069.73,"632410000"
"2050",2017-02-20,88587.66,89458.72,89583.28,88467.94,"709980000"
"2051",2017-02-21,88965.14,88719.84,89282.6,88719.84,"626720000"
"2052",2017-02-22,88531.28,88833.26,89095.34,87467.14,"705560000"
"2053",2017-02-23,89138.37,88851.33,89270.75,88736.6,"670730000"
"2054",2017-02-24,88258.45,89201.95,89242.5,87892.67,"638980000"
"2055",2017-02-27,87765.41,88416.68,88547.27,87706.04,"523020000"
"2056",2017-02-28,87478.33,87740.99,88013.41,87244.99,"848090000"
"2057",2017-03-01,89320.25,87720.11,89344.06,87638.93,"971900000"
"2058",2017-03-02,89933.88,89460.06,90043.28,89417.38,"835720000"
"2059",2017-03-03,89722.05,89853.17,89879.78,89365.33,"802510000"
"2060",2017-03-06,91044.99,90065.15,91437.77,90065.15,"743030000"
"2061",2017-03-07,90813.61,91380.63,91422.22,90621.31,"797350000"
"2062",2017-03-08,89484.9,90881.17,90966.81,89136.4,"895500000"
"2063",2017-03-09,89002.56,89196.22,89493.67,88648.56,"685160000"
"2064",2017-03-10,89611.4,89331.33,89924.9,89324.34,"578110000"
"2065",2017-03-13,89429.73,89550.55,89674.56,88921.13,"593540000"
"2066",2017-03-14,89136.53,89572.51,89610.1,89094.66,"641240000"
"2067",2017-03-15,89445.55,89372.6,90013.81,89372.6,"671080000"
"2068",2017-03-16,90268.32,90348.34,90828.74,90137.77,"740180000"
"2069",2017-03-17,90491.39,90535.07,90843.67,90102.3,"676950000"
"2070",2017-03-20,90902.11,90261.59,90902.11,90132.06,"597860000"
"2071",2017-03-21,90606.46,91185.25,91497,90440.13,"924360000"
"2072",2017-03-22,89809.09,89982.4,90182.16,89277.36,"867700000"
"2073",2017-03-23,89764.11,90121.09,90193.63,89601.33,"653080000"
"2074",2017-03-24,90382.71,89869.45,90382.71,89657.41,"559670000"
"2075",2017-03-27,89695.05,90290.67,90390.33,89514.48,"665980000"
"2076",2017-03-28,90181.73,90134.82,90338.63,89846.39,"631220000"
"2077",2017-03-29,89269.72,89242.59,89504,88818.56,"717200000"
"2078",2017-03-30,89282.25,89427.71,89650.83,89112.87,"562140000"
"2079",2017-03-31,88947.4,89283.98,89573,88886.89,"651920000"
"2080",2017-04-03,88669.47,89020.47,89069.69,88576.96,"461180000"
"2081",2017-04-04,88612.55,88058.09,88752.85,87997.7,"511850000"
"2082",2017-04-05,89037.45,88199.29,89037.45,88129.92,"639580000"
"2083",2017-04-06,88679.04,88580.47,88895.98,88527.59,"585240000"
"2084",2017-04-07,88497.33,88364.3,88840.75,88351.21,"597810000"
"2085",2017-04-10,91240.45,88765.78,91343.07,88730.81,"945490000"
"2086",2017-04-11,90904.49,91303.97,91832.03,90836.38,"839500000"
"2087",2017-04-12,90952.16,91256.44,91542.83,90952.16,"740100000"
"2088",2017-04-13,89870.68,91200.73,91284.72,89735.59,"703210000"
"2089",2017-04-14,90063.69,89680.96,90566.02,89347.46,"502360000"
"2090",2017-04-17,90653.8,90731.33,90991.91,90052.4,"675900000"
"2091",2017-04-18,91373.78,90472.99,91982.28,90397.15,"810230000"
"2092",2017-04-19,90804.13,91582.84,91888.68,90434.32,"947660000"
"2093",2017-04-20,92039.38,91165.92,92116.57,91148.08,"776140000"
"2094",2017-04-21,92423.93,92651.7,92909.3,92326.5,"719680000"
"2095",2017-04-24,93802.81,92920.01,93802.81,92770.72,"849440000"
"2096",2017-04-25,94634.91,94217.43,94634.91,93188.15,"933830000"
"2097",2017-04-26,94522.34,94673.16,95038.98,94284.41,"899690000"
"2098",2017-04-27,94282.48,94698.43,95196.45,94207,"761280000"
"2099",2017-04-28,94655.31,94422.8,94965.2,93945.96,"763380000"
"2100",2017-05-02,94355.91,94994.04,95358.76,94312.01,"723140000"
"2101",2017-05-03,93862.74,94396.38,94665.22,93655.43,"735870000"
"2102",2017-05-04,93038.49,93706.99,94073.14,92999.81,"788450000"
"2103",2017-05-05,93928.39,93113.72,94106.76,93113.72,"778150000"
"2104",2017-05-08,93832.7,94332.63,94530.87,93717.21,"815060000"
"2105",2017-05-09,95323.38,93845.43,95347.51,93673.29,"831360000"
"2106",2017-05-10,96194.2,95114.65,96194.2,94968.76,"971040000"
"2107",2017-05-11,95114.06,96473.66,96491.03,95015.45,"929870000"
"2108",2017-05-12,94996.35,95286.52,95742.42,94684.37,"781610000"
"2109",2017-05-15,95587.75,95569.29,95824.57,95210.18,"6.11e+08"
"2110",2017-05-16,96161.5,96013.55,96357.46,95716.13,"894550000"
"2111",2017-05-17,95724.95,95915.1,96629.15,95396.74,"1.14e+09"
"2112",2017-05-18,95147.34,95469.52,95628.39,94363.65,"932460000"
"2113",2017-05-22,96400.03,95855.32,96468.49,95855.32,"914380000"
"2114",2017-05-23,97717.48,96232.85,97776.33,96143.01,"995760000"
"2115",2017-05-24,98313.77,97733.36,98794.9,97700.71,"1.23e+09"
"2116",2017-05-25,97712.94,98200.89,98222.21,97393.69,"1.12e+09"
"2117",2017-05-26,97533.28,97734.44,97988.15,97177.54,"877280000"
"2118",2017-05-29,97725.95,97695.45,98181.79,97461.7,"582830000"
"2119",2017-05-30,97347.63,97830.33,97958.11,97146.88,"869360000"
"2120",2017-05-31,97541.58,97836,98444.35,97413.41,"999670000"
"2121",2017-06-01,97365.79,97853.78,97876.17,96925.86,"804980000"
"2122",2017-06-02,98867.9,98103.23,98867.9,97992.98,"708490000"
"2123",2017-06-05,98191.97,99150.46,99278.08,97859.55,"930600000"
"2124",2017-06-06,98331.54,98213.47,98556.57,97740.12,"847940000"
"2125",2017-06-07,97616.52,98449.33,98786.59,97469.8,"997950000"
"2126",2017-06-08,97977.54,97912.1,98050.22,97552.03,"752090000"
"2127",2017-06-09,98942.87,98404,99277.11,98404,"815320000"
"2128",2017-06-12,99442.11,98915.05,99707.33,98900.63,"843140000"
"2129",2017-06-13,99299.67,99742.14,100000.79,98887.99,"962330000"
"2130",2017-06-14,99636.27,99475.96,99920.84,99095.45,"1.04e+09"
"2131",2017-06-15,98737.01,99180.99,99262.63,98491.92,"794800000"
"2132",2017-06-16,98192.55,98757.7,99021.94,97930.19,"637560000"
"2133",2017-06-19,99332.13,98735.95,99332.13,98735.95,"804960000"
"2134",2017-06-20,99269.27,99665.69,99852.93,99041.78,"720040000"
"2135",2017-06-21,99390.12,99180.29,99651.89,98723.17,"681970000"
"2136",2017-06-22,100072.15,99800.73,100106.82,99507.85,"677690000"
"2137",2017-06-23,99638.65,100179.71,100265.64,99601.08,"605430000"
"2138",2017-06-28,100617.69,99439.14,100617.69,99418.58,"803260000"
"2139",2017-06-29,100190.32,100916.76,100990.54,100009.15,"815420000"
"2140",2017-06-30,100440.39,100032.47,100778.14,99825.56,"769510000"
"2141",2017-07-03,100522.3,100639.31,100957.78,100438.46,"691860000"
"2142",2017-07-04,101207.79,100539.08,101245.83,100449.23,"847240000"
"2143",2017-07-05,100744.45,101296.29,101415.68,100744.45,"725330000"
"2144",2017-07-06,100627.01,100855.3,101331.32,100319.77,"969150000"
"2145",2017-07-07,100084.37,100718.02,100838.66,100084.37,"571120000"
"2146",2017-07-10,101097.16,100589.08,101181.37,100589.08,"552200000"
"2147",2017-07-11,103182.64,101134.64,103558.64,101023.19,"1.15e+09"
"2148",2017-07-12,103809.78,103185.72,104283.3,103052.91,"1.04e+09"
"2149",2017-07-13,104210.22,103942.17,104915.14,103773.18,"870750000"
"2150",2017-07-14,105175.73,104421.49,105199.7,104306.73,"710940000"
"2151",2017-07-17,106217,105362.44,106402.15,105197.99,"815430000"
"2152",2017-07-18,105718.31,106229.89,106244.64,105585.98,"730220000"
"2153",2017-07-19,107417.52,106144.05,107563.95,106144.05,"984250000"
"2154",2017-07-20,106735.56,107608.63,107749.8,106628.48,"961670000"
"2155",2017-07-21,106842.79,106471.47,107186.62,106050.82,"818810000"
"2156",2017-07-24,106710.52,107212.89,107508.34,106574.94,"798620000"
"2157",2017-07-25,107040.67,107077.93,107519.93,106957.46,"844440000"
"2158",2017-07-26,107206.16,107205.85,107587.95,107008.14,"892080000"
"2159",2017-07-27,108391.71,107807.78,108605.51,107807.78,"1.07e+09"
"2160",2017-07-28,107699.72,108298.8,108298.8,107577.27,"968690000"
"2161",2017-07-31,107531.44,107920.55,108183.81,107388.12,"859480000"
"2162",2017-08-01,106147.43,107884.99,107998.81,106092.39,"1.04e+09"
"2163",2017-08-02,106525.44,106343.24,106839.12,105975.96,"924010000"
