Date	Price	Open	High	Low	Vol.	Change %
Nov 18, 2016	75,638.96	74,918.31	75,783.93	74,495.84	642.98M	0.67%
Nov 21, 2016	75,543.57	75,880.58	75,937.65	75,193.53	552.84M	-0.13%
Nov 22, 2016	75,811.99	75,529.52	76,215.84	75,415.32	549.22M	0.36%
Nov 23, 2016	75,036.90	76,081.01	76,173.42	74,976.90	569.76M	-1.02%
Nov 24, 2016	74,193.07	74,972.62	75,867.32	74,104.58	992.78M	-1.12%
Nov 25, 2016	74,363.45	74,067.49	74,597.99	73,752.67	556.71M	0.23%
Nov 28, 2016	74,990.23	74,999.68	75,332.99	74,907.16	518.66M	0.84%
Nov 29, 2016	74,205.48	74,845.44	75,120.10	74,197.72	589.92M	-1.05%
Nov 30, 2016	73,995.20	74,499.72	74,561.82	73,631.28	628.68M	-0.28%
Dec 01, 2016	72,519.85	74,059.62	74,094.39	72,336.02	843.86M	-1.99%
Dec 02, 2016	73,390.94	72,657.68	73,545.28	71,792.96	780.15M	1.20%
Dec 05, 2016	73,599.70	73,068.65	74,169.65	73,014.12	660.80M	0.28%
Dec 06, 2016	75,433.34	73,991.27	75,446.11	73,991.27	722.61M	2.49%
Dec 07, 2016	76,030.78	75,434.41	76,123.78	75,194.11	753.91M	0.79%
Dec 08, 2016	75,929.32	76,264.87	76,458.51	75,116.85	798.06M	-0.13%
Dec 09, 2016	75,727.28	76,116.42	76,177.14	75,584.76	499.01M	-0.27%
Dec 12, 2016	76,239.63	75,347.13	76,239.63	74,908.89	582.61M	0.68%
Dec 13, 2016	76,995.27	76,532.65	77,016.08	76,268.70	651.58M	0.99%
Dec 14, 2016	76,880.85	76,892.95	77,109.21	76,458.55	482.74M	-0.15%
Dec 15, 2016	77,678.59	76,325.99	77,678.59	76,255.84	816.97M	1.04%
Dec 16, 2016	77,589.65	77,802.82	77,904.15	77,425.46	625.47M	-0.11%
Dec 19, 2016	77,157.79	77,741.44	77,937.02	77,157.79	529.74M	-0.56%
Dec 20, 2016	77,807.89	77,009.42	77,875.02	76,883.74	513.96M	0.84%
Dec 21, 2016	77,619.47	77,988.68	78,203.47	77,558.50	484.44M	-0.24%
Dec 22, 2016	77,404.74	77,739.96	77,867.05	77,251.01	549.50M	-0.28%
Dec 23, 2016	76,972.15	77,443.40	77,588.76	76,902.64	434.43M	-0.56%
Dec 26, 2016	77,028.47	77,086.00	77,257.17	77,028.47	191.84M	0.07%
Dec 27, 2016	76,699.41	77,164.39	77,265.91	76,592.74	355.03M	-0.43%
Dec 28, 2016	77,547.71	76,687.74	77,549.13	76,514.26	435.77M	1.11%
Dec 29, 2016	77,835.85	77,504.17	77,953.46	77,457.89	405.16M	0.37%
Dec 30, 2016	78,138.66	77,959.52	78,371.86	77,765.42	370.37M	0.39%
Jan 02, 2017	77,754.46	77,907.20	77,969.07	77,570.08	316.35M	-0.49%
Jan 03, 2017	76,618.20	77,866.96	77,951.89	76,618.20	713.32M	-1.46%
Jan 04, 2017	76,143.59	76,805.98	77,022.24	75,836.56	597.23M	-0.62%
Jan 05, 2017	76,386.30	76,386.39	76,808.59	75,656.75	808.89M	0.32%
Jan 06, 2017	77,106.57	76,259.87	77,150.22	76,145.05	512.23M	0.94%
Jan 09, 2017	77,394.44	76,786.90	77,634.90	76,636.38	520.44M	0.37%
Jan 10, 2017	77,393.69	77,195.79	77,733.15	77,141.69	771.51M	-0.00%
Jan 11, 2017	77,666.58	77,100.11	77,806.91	76,650.33	822.20M	0.35%
Jan 12, 2017	80,891.04	77,992.42	81,090.33	77,899.73	1.45B	4.15%
Jan 13, 2017	81,524.32	80,783.00	81,642.15	80,358.94	1.14B	0.78%
Jan 16, 2017	81,711.69	81,662.45	82,160.05	81,345.00	835.63M	0.23%
Jan 17, 2017	82,362.77	82,103.40	82,540.91	81,657.11	975.38M	0.80%
Jan 18, 2017	82,779.25	82,510.83	82,895.24	82,119.44	1.02B	0.51%
Jan 19, 2017	82,300.32	82,964.10	83,317.74	82,028.44	914.25M	-0.58%
Jan 20, 2017	83,067.15	82,350.96	83,261.99	81,997.22	741.00M	0.93%
Jan 23, 2017	83,047.80	83,429.51	83,575.55	82,899.81	742.63M	-0.02%
Jan 24, 2017	84,207.89	83,195.90	84,262.23	82,880.21	965.62M	1.40%
Jan 25, 2017	83,128.26	84,129.38	84,278.03	82,811.15	849.10M	-1.28%
Jan 26, 2017	83,826.54	83,418.81	84,025.30	82,922.63	773.82M	0.84%
Jan 27, 2017	83,827.39	83,578.96	84,209.34	83,441.56	710.40M	0.00%
Jan 30, 2017	86,237.54	83,670.05	86,279.77	83,650.45	1.12B	2.88%
Jan 31, 2017	86,295.72	86,293.80	86,717.05	85,925.10	1.06B	0.07%
Feb 01, 2017	86,847.96	86,390.04	86,920.13	86,000.86	831.30M	0.64%
Feb 02, 2017	87,394.19	87,166.87	87,675.10	86,819.30	1.11B	0.63%
Feb 03, 2017	88,389.50	87,343.04	88,389.50	87,047.45	956.39M	1.14%
Feb 06, 2017	87,357.86	89,121.97	89,537.82	87,339.56	1.11B	-1.17%
Feb 07, 2017	87,476.73	87,154.80	88,075.33	86,877.27	903.16M	0.14%
Feb 08, 2017	88,249.08	87,598.98	88,386.49	87,316.37	870.11M	0.88%
Feb 09, 2017	88,830.21	88,383.01	89,005.10	87,846.48	966.20M	0.66%
Feb 10, 2017	87,473.33	89,119.90	89,370.08	87,318.54	1.06B	-1.53%
Feb 13, 2017	88,578.31	87,731.52	88,814.01	87,528.57	753.41M	1.26%
Feb 14, 2017	88,082.21	88,848.52	88,870.62	87,504.69	1.00B	-0.56%
Feb 15, 2017	87,881.97	88,294.26	88,539.94	87,726.11	773.42M	-0.23%
Feb 16, 2017	88,186.86	88,246.07	88,463.91	87,997.50	641.68M	0.35%
Feb 17, 2017	88,830.41	88,134.81	88,998.41	88,069.73	632.41M	0.73%
Feb 20, 2017	88,587.66	89,458.72	89,583.28	88,467.94	709.98M	-0.27%
Feb 21, 2017	88,965.14	88,719.84	89,282.60	88,719.84	626.72M	0.43%
Feb 22, 2017	88,531.28	88,833.26	89,095.34	87,467.14	705.56M	-0.49%
Feb 23, 2017	89,138.37	88,851.33	89,270.75	88,736.60	670.73M	0.69%
Feb 24, 2017	88,258.45	89,201.95	89,242.50	87,892.67	638.98M	-0.99%
Feb 27, 2017	87,765.41	88,416.68	88,547.27	87,706.04	523.02M	-0.56%
Feb 28, 2017	87,478.33	87,740.99	88,013.41	87,244.99	848.09M	-0.33%
Mar 01, 2017	89,320.25	87,720.11	89,344.06	87,638.93	971.90M	2.11%
Mar 02, 2017	89,933.88	89,460.06	90,043.28	89,417.38	835.72M	0.69%
Mar 03, 2017	89,722.05	89,853.17	89,879.78	89,365.33	802.51M	-0.24%
Mar 06, 2017	91,044.99	90,065.15	91,437.77	90,065.15	743.03M	1.47%
Mar 07, 2017	90,813.61	91,380.63	91,422.22	90,621.31	797.35M	-0.25%
Mar 08, 2017	89,484.90	90,881.17	90,966.81	89,136.40	895.50M	-1.46%
Mar 09, 2017	89,002.56	89,196.22	89,493.67	88,648.56	685.16M	-0.54%
Mar 10, 2017	89,611.40	89,331.33	89,924.90	89,324.34	578.11M	0.68%
Mar 13, 2017	89,429.73	89,550.55	89,674.56	88,921.13	593.54M	-0.20%
Mar 14, 2017	89,136.53	89,572.51	89,610.10	89,094.66	641.24M	-0.33%
Mar 15, 2017	89,445.55	89,372.60	90,013.81	89,372.60	671.08M	0.35%
Mar 16, 2017	90,268.32	90,348.34	90,828.74	90,137.77	740.18M	0.92%
Mar 17, 2017	90,491.39	90,535.07	90,843.67	90,102.30	676.95M	0.25%
Mar 20, 2017	90,902.11	90,261.59	90,902.11	90,132.06	597.86M	0.45%
Mar 21, 2017	90,606.46	91,185.25	91,497.00	90,440.13	924.36M	-0.33%
Mar 22, 2017	89,809.09	89,982.40	90,182.16	89,277.36	867.70M	-0.88%
Mar 23, 2017	89,764.11	90,121.09	90,193.63	89,601.33	653.08M	-0.05%
Mar 24, 2017	90,382.71	89,869.45	90,382.71	89,657.41	559.67M	0.69%
Mar 27, 2017	89,695.05	90,290.67	90,390.33	89,514.48	665.98M	-0.76%
Mar 28, 2017	90,181.73	90,134.82	90,338.63	89,846.39	631.22M	0.54%
Mar 29, 2017	89,269.72	89,242.59	89,504.00	88,818.56	717.20M	-1.01%
Mar 30, 2017	89,282.25	89,427.71	89,650.83	89,112.87	562.14M	0.01%
Mar 31, 2017	88,947.40	89,283.98	89,573.00	88,886.89	651.92M	-0.38%
Apr 03, 2017	88,669.47	89,020.47	89,069.69	88,576.96	461.18M	-0.31%
Apr 04, 2017	88,612.55	88,058.09	88,752.85	87,997.70	511.85M	-0.06%
Apr 05, 2017	89,037.45	88,199.29	89,037.45	88,129.92	639.58M	0.48%
Apr 06, 2017	88,679.04	88,580.47	88,895.98	88,527.59	585.24M	-0.40%
Apr 07, 2017	88,497.33	88,364.30	88,840.75	88,351.21	597.81M	-0.20%
Apr 10, 2017	91,240.45	88,765.78	91,343.07	88,730.81	945.49M	3.10%
Apr 11, 2017	90,904.49	91,303.97	91,832.03	90,836.38	839.50M	-0.37%
Apr 12, 2017	90,952.16	91,256.44	91,542.83	90,952.16	740.10M	0.05%
Apr 13, 2017	89,870.68	91,200.73	91,284.72	89,735.59	703.21M	-1.19%
Apr 14, 2017	90,063.69	89,680.96	90,566.02	89,347.46	502.36M	0.21%
Apr 17, 2017	90,653.80	90,731.33	90,991.91	90,052.40	675.90M	0.66%
Apr 18, 2017	91,373.78	90,472.99	91,982.28	90,397.15	810.23M	0.79%
Apr 19, 2017	90,804.13	91,582.84	91,888.68	90,434.32	947.66M	-0.62%
Apr 20, 2017	92,039.38	91,165.92	92,116.57	91,148.08	776.14M	1.36%
Apr 21, 2017	92,423.93	92,651.70	92,909.30	92,326.50	719.68M	0.42%
Apr 24, 2017	93,802.81	92,920.01	93,802.81	92,770.72	849.44M	1.49%
Apr 25, 2017	94,634.91	94,217.43	94,634.91	93,188.15	933.83M	0.89%
Apr 26, 2017	94,522.34	94,673.16	95,038.98	94,284.41	899.69M	-0.12%
Apr 27, 2017	94,282.48	94,698.43	95,196.45	94,207.00	761.28M	-0.25%
Apr 28, 2017	94,655.31	94,422.80	94,965.20	93,945.96	763.38M	0.40%
May 02, 2017	94,355.91	94,994.04	95,358.76	94,312.01	723.14M	-0.32%
May 03, 2017	93,862.74	94,396.38	94,665.22	93,655.43	735.87M	-0.52%
May 04, 2017	93,038.49	93,706.99	94,073.14	92,999.81	788.45M	-0.88%
May 05, 2017	93,928.39	93,113.72	94,106.76	93,113.72	778.15M	0.96%
May 08, 2017	93,832.70	94,332.63	94,530.87	93,717.21	815.06M	-0.10%
May 09, 2017	95,323.38	93,845.43	95,347.51	93,673.29	831.36M	1.59%
May 10, 2017	96,194.20	95,114.65	96,194.20	94,968.76	971.04M	0.91%
May 11, 2017	95,114.06	96,473.66	96,491.03	95,015.45	929.87M	-1.12%
May 12, 2017	94,996.35	95,286.52	95,742.42	94,684.37	781.61M	-0.12%
May 15, 2017	95,587.75	95,569.29	95,824.57	95,210.18	611.00M	0.62%
May 16, 2017	96,161.50	96,013.55	96,357.46	95,716.13	894.55M	0.60%
May 17, 2017	95,724.95	95,915.10	96,629.15	95,396.74	1.14B	-0.45%
May 18, 2017	95,147.34	95,469.52	95,628.39	94,363.65	932.46M	-0.60%
May 22, 2017	96,400.03	95,855.32	96,468.49	95,855.32	914.38M	1.32%
May 23, 2017	97,717.48	96,232.85	97,776.33	96,143.01	995.76M	1.37%
May 24, 2017	98,313.77	97,733.36	98,794.90	97,700.71	1.23B	0.61%
May 25, 2017	97,712.94	98,200.89	98,222.21	97,393.69	1.12B	-0.61%
May 26, 2017	97,533.28	97,734.44	97,988.15	97,177.54	877.28M	-0.18%
May 29, 2017	97,725.95	97,695.45	98,181.79	97,461.70	582.83M	0.20%
May 30, 2017	97,347.63	97,830.33	97,958.11	97,146.88	869.36M	-0.39%
May 31, 2017	97,541.58	97,836.00	98,444.35	97,413.41	999.67M	0.20%
Jun 01, 2017	97,365.79	97,853.78	97,876.17	96,925.86	804.98M	-0.18%
Jun 02, 2017	98,867.90	98,103.23	98,867.90	97,992.98	708.49M	1.54%
Jun 05, 2017	98,191.97	99,150.46	99,278.08	97,859.55	930.60M	-0.68%
Jun 06, 2017	98,331.54	98,213.47	98,556.57	97,740.12	847.94M	0.14%
Jun 07, 2017	97,616.52	98,449.33	98,786.59	97,469.80	997.95M	-0.73%
Jun 08, 2017	97,977.54	97,912.10	98,050.22	97,552.03	752.09M	0.37%
Jun 09, 2017	98,942.87	98,404.00	99,277.11	98,404.00	815.32M	0.99%
Jun 12, 2017	99,442.11	98,915.05	99,707.33	98,900.63	843.14M	0.50%
Jun 13, 2017	99,299.67	99,742.14	100,000.79	98,887.99	962.33M	-0.14%
Jun 14, 2017	99,636.27	99,475.96	99,920.84	99,095.45	1.04B	0.34%
Jun 15, 2017	98,737.01	99,180.99	99,262.63	98,491.92	794.80M	-0.90%
Jun 16, 2017	98,192.55	98,757.70	99,021.94	97,930.19	637.56M	-0.55%
Jun 19, 2017	99,332.13	98,735.95	99,332.13	98,735.95	804.96M	1.16%
Jun 20, 2017	99,269.27	99,665.69	99,852.93	99,041.78	720.04M	-0.06%
Jun 21, 2017	99,390.12	99,180.29	99,651.89	98,723.17	681.97M	0.12%
Jun 22, 2017	100,072.15	99,800.73	100,106.82	99,507.85	677.69M	0.69%
Jun 23, 2017	99,638.65	100,179.71	100,265.64	99,601.08	605.43M	-0.43%
Jun 28, 2017	100,617.69	99,439.14	100,617.69	99,418.58	803.26M	0.98%
Jun 29, 2017	100,190.32	100,916.76	100,990.54	100,009.15	815.42M	-0.42%
Jun 30, 2017	100,440.39	100,032.47	100,778.14	99,825.56	769.51M	0.25%
Jul 03, 2017	100,522.30	100,639.31	100,957.78	100,438.46	691.86M	0.08%
Jul 04, 2017	101,207.79	100,539.08	101,245.83	100,449.23	847.24M	0.68%
Jul 05, 2017	100,744.45	101,296.29	101,415.68	100,744.45	725.33M	-0.46%
Jul 06, 2017	100,627.01	100,855.30	101,331.32	100,319.77	969.15M	-0.12%
Jul 07, 2017	100,084.37	100,718.02	100,838.66	100,084.37	571.12M	-0.54%
Jul 10, 2017	101,097.16	100,589.08	101,181.37	100,589.08	552.20M	1.01%
Jul 11, 2017	103,182.64	101,134.64	103,558.64	101,023.19	1.15B	2.06%
Jul 12, 2017	103,809.78	103,185.72	104,283.30	103,052.91	1.04B	0.61%
Jul 13, 2017	104,210.22	103,942.17	104,915.14	103,773.18	870.75M	0.39%
Jul 14, 2017	105,175.73	104,421.49	105,199.70	104,306.73	710.94M	0.93%
Jul 17, 2017	106,217.00	105,362.44	106,402.15	105,197.99	815.43M	0.99%
Jul 18, 2017	105,718.31	106,229.89	106,244.64	105,585.98	730.22M	-0.47%
Jul 19, 2017	107,417.52	106,144.05	107,563.95	106,144.05	984.25M	1.61%
Jul 20, 2017	106,735.56	107,608.63	107,749.80	106,628.48	961.67M	-0.63%
Jul 21, 2017	106,842.79	106,471.47	107,186.62	106,050.82	818.81M	0.10%
Jul 24, 2017	106,710.52	107,212.89	107,508.34	106,574.94	798.62M	-0.12%
Jul 25, 2017	107,040.67	107,077.93	107,519.93	106,957.46	844.44M	0.31%
Jul 26, 2017	107,206.16	107,205.85	107,587.95	107,008.14	892.08M	0.15%
Jul 27, 2017	108,391.71	107,807.78	108,605.51	107,807.78	1.07B	1.11%
Jul 28, 2017	107,699.72	108,298.80	108,298.80	107,577.27	968.69M	-0.64%
Jul 31, 2017	107,531.44	107,920.55	108,183.81	107,388.12	859.48M	-0.16%
Aug 01, 2017	106,147.43	107,884.99	107,998.81	106,092.39	1.04B	-1.29%
Aug 02, 2017	106,525.44	106,343.24	106,839.12	105,975.96	924.01M	0.36%
Aug 03, 2017	107,153.78	107,067.46	107,394.95	106,892.69	859.65M	0.59%
Aug 04, 2017	108,545.31	107,315.23	108,648.59	107,286.89	854.09M	1.30%
Aug 07, 2017	109,781.13	109,105.09	109,947.87	109,105.09	971.23M	1.14%
Aug 08, 2017	109,639.12	110,009.69	110,321.81	109,434.23	1.14B	-0.13%
Aug 09, 2017	108,714.58	109,317.16	109,317.16	108,497.20	1.07B	-0.84%
Aug 10, 2017	107,800.42	108,935.13	109,415.18	107,800.42	946.79M	-0.84%
Aug 11, 2017	106,963.10	107,403.75	107,533.57	106,075.51	1.15B	-0.78%
Aug 14, 2017	109,537.36	107,906.98	109,608.15	107,906.98	1.40B	2.41%
Aug 15, 2017	106,913.26	110,014.51	110,232.52	106,913.26	1.67B	-2.40%
Aug 16, 2017	106,861.99	107,122.72	107,924.49	104,939.35	1.45B	-0.05%
Aug 17, 2017	106,825.33	107,409.75	107,675.82	106,412.35	1.17B	-0.03%
Aug 18, 2017	107,202.43	106,389.74	107,268.63	105,921.65	1.26B	0.35%
Aug 21, 2017	108,614.87	107,234.84	108,877.95	106,800.30	1.14B	1.32%
Aug 22, 2017	108,594.45	108,984.28	109,247.44	108,325.53	1.12B	-0.02%
Aug 23, 2017	108,952.73	108,727.43	109,247.63	108,645.13	1.02B	0.33%
Aug 24, 2017	109,153.91	109,188.43	110,133.24	109,027.59	993.44M	0.18%
Aug 25, 2017	109,755.14	109,224.21	110,229.95	109,060.96	720.08M	0.55%
Aug 28, 2017	110,339.99	110,175.25	110,530.75	109,931.47	662.73M	0.53%
Aug 29, 2017	110,423.11	110,224.81	110,423.11	109,444.68	978.69M	0.08%
Aug 31, 2017	110,010.49	110,482.17	110,517.63	109,953.97	363.20M	-0.37%
Sep 05, 2017	108,872.99	110,349.12	110,439.71	108,736.27	1.02B	-1.03%
Sep 06, 2017	109,611.79	108,964.74	109,873.20	108,637.31	1.07B	0.68%
Sep 07, 2017	109,742.95	109,611.68	110,104.38	109,157.85	1.30B	0.12%
Sep 08, 2017	108,451.70	109,849.86	109,997.24	108,117.35	1.20B	-1.18%
Sep 11, 2017	109,458.01	109,029.29	109,865.22	108,957.76	1.12B	0.93%
Sep 12, 2017	109,129.65	109,573.37	109,735.43	108,691.06	1.07B	-0.30%
Sep 13, 2017	108,155.53	109,148.61	109,501.78	108,155.53	974.92M	-0.89%
Sep 14, 2017	108,244.22	108,264.93	108,793.45	107,448.99	1.21B	0.08%
Sep 15, 2017	107,741.70	108,342.87	108,534.60	107,741.70	750.05M	-0.46%
Sep 18, 2017	106,534.60	108,016.93	108,073.90	106,534.60	928.68M	-1.12%
Sep 19, 2017	104,917.77	106,510.62	106,733.24	104,620.42	1.08B	-1.52%
Sep 20, 2017	105,323.67	105,292.05	105,592.58	104,578.75	796.61M	0.39%
Sep 21, 2017	104,001.20	105,000.94	105,426.40	103,836.85	756.23M	-1.26%
Sep 22, 2017	104,122.85	104,458.73	104,713.71	103,411.76	770.82M	0.12%
Sep 25, 2017	102,270.17	103,676.77	103,676.77	101,752.02	1.05B	-1.78%
Sep 26, 2017	103,929.33	102,848.74	104,136.81	102,409.00	831.78M	1.62%
Sep 27, 2017	101,218.30	103,933.24	104,035.68	101,218.30	968.75M	-2.61%
Sep 28, 2017	102,651.10	101,150.18	102,936.96	100,987.15	825.82M	1.42%
Sep 29, 2017	102,907.73	103,038.58	103,319.95	102,242.85	821.59M	0.25%
Oct 02, 2017	103,930.67	102,934.43	104,063.09	102,883.46	739.16M	0.99%
Oct 03, 2017	103,907.57	103,997.85	104,488.23	103,421.73	990.98M	-0.02%
Oct 04, 2017	104,547.86	104,274.74	104,911.57	104,095.19	1.04B	0.62%
Oct 05, 2017	104,334.31	104,795.51	105,047.74	104,203.91	893.16M	-0.20%
Oct 06, 2017	104,137.48	104,177.92	104,237.95	103,544.11	757.84M	-0.19%
Oct 09, 2017	101,298.00	100,324.38	101,298.00	99,210.33	1.15B	-2.73%
Oct 10, 2017	103,394.00	102,494.09	103,575.97	102,197.96	876.36M	2.07%
Oct 11, 2017	103,816.04	103,145.23	104,736.35	102,786.56	1.12B	0.41%
Oct 12, 2017	105,932.25	105,045.25	105,932.25	104,586.39	805.11M	2.04%
Oct 13, 2017	106,225.69	106,098.79	106,598.53	105,339.86	834.88M	0.28%
Oct 16, 2017	106,474.46	106,554.60	107,010.04	106,088.29	817.25M	0.23%
Oct 17, 2017	106,990.87	106,668.06	107,678.02	106,571.04	864.50M	0.49%
Oct 18, 2017	106,926.39	107,484.62	107,579.49	106,730.67	872.08M	-0.06%
Oct 19, 2017	108,433.55	107,404.02	108,455.75	107,232.94	794.62M	1.41%
Oct 20, 2017	108,488.69	108,760.43	109,273.03	107,917.65	1.02B	0.05%
Oct 23, 2017	107,303.25	108,167.46	108,167.46	107,303.25	770.59M	-1.09%
Oct 24, 2017	107,206.31	107,603.44	107,994.88	107,134.29	828.10M	-0.09%
Oct 25, 2017	108,354.83	107,560.48	108,485.74	107,560.48	813.38M	1.07%
Oct 26, 2017	107,334.78	108,293.18	108,847.46	107,334.78	839.12M	-0.94%
Oct 27, 2017	107,884.03	107,096.47	108,075.75	106,932.14	976.50M	0.51%
Oct 30, 2017	108,466.78	108,781.76	109,074.79	108,294.50	821.24M	0.54%
Oct 31, 2017	110,142.60	108,722.36	110,142.60	108,492.88	1.25B	1.55%
Nov 01, 2017	113,024.27	110,512.91	113,501.91	110,225.51	2.00B	2.62%
Nov 02, 2017	112,994.86	114,258.03	114,539.84	112,609.73	1.85B	-0.03%
Nov 03, 2017	111,292.78	113,069.82	113,488.66	110,576.02	1.40B	-1.51%
Nov 06, 2017	114,165.67	111,914.24	115,093.34	111,767.34	1.23B	2.58%
Nov 07, 2017	112,271.86	114,441.90	114,665.48	112,271.86	1.23B	-1.66%
Nov 08, 2017	111,894.54	112,848.23	113,018.07	110,758.69	1.36B	-0.34%
Nov 09, 2017	111,231.49	111,894.54	112,495.73	110,754.60	622.00M	-0.59%
