Date	Price	Open	High	Low	Vol.	Change %
Aug 17, 2009	2,500.46	2,501.19	2,514.33	2,500.46	8.57M	-0.03%
Aug 18, 2009	2,530.68	2,500.46	2,533.18	2,493.51	14.49M	1.21%
Aug 19, 2009	2,523.04	2,530.68	2,541.95	2,522.31	9.24M	-0.30%
Aug 20, 2009	2,524.62	2,523.04	2,535.06	2,519.97	6.79M	0.06%
Aug 21, 2009	2,522.92	2,524.62	2,538.75	2,519.15	8.17M	-0.07%
Aug 24, 2009	2,530.46	2,522.92	2,536.76	2,521.30	17.60M	0.30%
Aug 25, 2009	2,547.44	2,530.46	2,557.88	2,530.46	12.79M	0.67%
Aug 26, 2009	2,553.03	2,547.44	2,573.93	2,547.44	12.90M	0.22%
Aug 27, 2009	2,588.04	2,553.03	2,592.94	2,553.03	31.60M	1.37%
Aug 28, 2009	2,601.50	2,588.04	2,615.06	2,588.04	19.93M	0.52%
Aug 31, 2009	2,607.65	2,601.50	2,612.59	2,599.23	18.76M	0.24%
Sep 01, 2009	2,603.37	2,607.65	2,614.39	2,601.60	21.00M	-0.16%
Sep 02, 2009	2,627.00	2,603.37	2,637.30	2,603.37	33.85M	0.91%
Sep 03, 2009	2,630.77	2,627.00	2,639.11	2,612.26	37.80M	0.14%
Sep 07, 2009	2,674.55	2,630.77	2,679.72	2,630.77	31.46M	1.66%
Sep 08, 2009	2,724.29	2,674.55	2,733.69	2,674.55	66.53M	1.86%
Sep 09, 2009	2,779.79	2,724.29	2,789.90	2,724.22	64.22M	2.04%
Sep 10, 2009	2,791.44	2,779.79	2,815.01	2,764.74	42.49M	0.42%
Sep 11, 2009	2,840.33	2,791.44	2,846.97	2,791.27	42.25M	1.75%
Sep 14, 2009	2,862.25	2,840.33	2,871.52	2,840.33	34.63M	0.77%
Sep 15, 2009	2,837.99	2,862.25	2,869.03	2,818.58	23.83M	-0.85%
Sep 16, 2009	2,884.79	2,837.99	2,896.17	2,828.70	32.98M	1.65%
Sep 17, 2009	2,944.05	2,884.79	2,958.62	2,884.79	33.68M	2.05%
Sep 18, 2009	2,939.44	2,944.05	2,963.85	2,926.79	28.88M	-0.16%
Sep 22, 2009	2,910.54	2,939.44	2,956.81	2,908.72	34.02M	-0.98%
Sep 23, 2009	2,912.88	2,910.54	2,933.77	2,910.54	22.72M	0.08%
Sep 24, 2009	2,888.67	2,912.88	2,915.63	2,888.67	24.33M	-0.83%
Sep 25, 2009	2,892.05	2,888.67	2,913.62	2,882.99	14.18M	0.12%
Sep 28, 2009	2,893.64	2,892.05	2,905.13	2,888.15	10.47M	0.05%
Sep 29, 2009	2,913.25	2,893.64	2,926.59	2,883.71	11.68M	0.68%
Sep 30, 2009	2,938.64	2,913.25	2,944.09	2,913.25	18.00M	0.87%
Oct 01, 2009	2,997.60	2,938.64	3,007.75	2,936.81	35.58M	2.01%
Oct 02, 2009	3,018.01	2,997.60	3,026.67	2,997.25	74.87M	0.68%
Oct 05, 2009	3,098.24	3,018.12	3,115.25	3,018.12	81.08M	2.66%
Oct 06, 2009	3,127.56	3,098.24	3,156.37	3,098.15	49.21M	0.95%
Oct 07, 2009	3,116.56	3,127.56	3,141.78	3,109.14	33.35M	-0.35%
Oct 08, 2009	3,120.73	3,116.56	3,133.59	3,113.24	39.27M	0.13%
Oct 09, 2009	3,115.34	3,120.73	3,124.66	3,097.89	15.23M	-0.17%
Oct 12, 2009	3,131.29	3,115.34	3,143.01	3,113.59	35.46M	0.51%
Oct 13, 2009	3,139.73	3,131.29	3,155.69	3,131.29	43.30M	0.27%
Oct 14, 2009	3,139.21	3,139.73	3,156.90	3,134.95	64.25M	-0.02%
Oct 15, 2009	3,135.13	3,139.21	3,157.11	3,129.19	31.77M	-0.13%
Oct 16, 2009	3,131.91	3,135.13	3,144.07	3,125.58	24.16M	-0.10%
Oct 19, 2009	3,082.91	3,131.91	3,131.91	3,009.38	34.97M	-1.56%
Oct 20, 2009	2,983.17	3,082.91	3,087.71	2,983.17	27.51M	-3.24%
Oct 21, 2009	3,018.60	2,983.17	3,034.66	2,852.60	33.08M	1.19%
Oct 22, 2009	2,992.87	3,018.60	3,027.57	2,989.67	11.85M	-0.85%
Oct 23, 2009	3,056.62	2,992.87	3,068.75	2,988.76	17.09M	2.13%
Oct 26, 2009	3,024.02	3,056.62	3,066.36	3,021.56	23.01M	-1.07%
Oct 27, 2009	2,997.07	3,024.02	3,024.67	2,996.61	7.62M	-0.89%
Oct 28, 2009	3,005.72	2,997.07	3,027.85	2,991.17	13.88M	0.29%
Oct 29, 2009	2,977.16	3,005.72	3,007.66	2,972.93	11.74M	-0.95%
Oct 30, 2009	2,976.93	2,977.16	2,990.88	2,971.46	8.04M	-0.01%
Nov 03, 2009	2,964.19	2,976.93	2,995.24	2,957.88	13.66M	-0.43%
Nov 04, 2009	2,902.70	2,964.19	2,966.30	2,901.55	23.19M	-2.07%
Nov 05, 2009	2,854.82	2,902.70	2,913.43	2,841.63	21.43M	-1.65%
Nov 06, 2009	2,911.62	2,854.82	2,921.91	2,854.18	11.78M	1.99%
Nov 09, 2009	2,867.58	2,911.62	2,921.63	2,864.71	9.48M	-1.51%
Nov 10, 2009	2,843.66	2,867.58	2,875.53	2,841.68	15.62M	-0.83%
Nov 11, 2009	2,854.24	2,843.66	2,864.62	2,843.55	12.35M	0.37%
Nov 12, 2009	2,927.56	2,854.24	2,939.10	2,852.13	11.29M	2.57%
Nov 13, 2009	2,979.41	2,927.56	2,987.48	2,927.56	21.33M	1.77%
Nov 16, 2009	2,979.21	2,979.41	2,999.06	2,977.77	10.46M	-0.01%
Nov 17, 2009	2,983.25	2,979.21	3,001.27	2,978.32	9.62M	0.14%
Nov 18, 2009	2,970.90	2,983.25	2,992.09	2,970.90	12.80M	-0.41%
Nov 19, 2009	2,960.77	2,970.90	2,976.12	2,960.77	17.61M	-0.34%
Nov 20, 2009	2,933.35	2,960.77	2,971.76	2,933.35	11.95M	-0.93%
Nov 23, 2009	2,931.07	2,933.35	2,950.30	2,927.00	4.96M	-0.08%
Nov 24, 2009	2,875.39	2,931.07	2,940.56	2,875.39	11.20M	-1.90%
Nov 25, 2009	2,858.54	2,875.39	2,882.48	2,852.13	7.85M	-0.59%
Nov 26, 2009	2,850.23	2,858.54	2,861.93	2,847.47	5.62M	-0.29%
Nov 27, 2009	2,878.96	2,850.23	2,879.69	2,850.23	6.85M	1.01%
Nov 30, 2009	2,913.39	2,878.96	2,915.01	2,878.96	29.36M	1.20%
Dec 02, 2009	2,952.16	2,913.39	2,964.28	2,913.30	13.36M	1.33%
Dec 03, 2009	3,004.61	2,952.16	3,010.77	2,952.16	26.41M	1.78%
Dec 04, 2009	3,000.33	3,004.61	3,013.24	2,977.08	12.33M	-0.14%
Dec 07, 2009	3,025.37	3,000.33	3,031.58	2,999.99	6.94M	0.83%
Dec 08, 2009	3,052.68	3,025.37	3,056.15	3,025.37	12.90M	0.90%
Dec 09, 2009	3,052.74	3,052.79	3,064.25	3,047.85	10.62M	0.00%
Dec 10, 2009	3,060.01	3,052.74	3,069.78	3,052.74	20.96M	0.24%
Dec 11, 2009	3,056.64	3,059.89	3,067.06	3,051.67	5.84M	-0.11%
Dec 14, 2009	3,039.78	3,056.64	3,064.37	3,039.78	7.59M	-0.55%
Dec 15, 2009	3,076.96	3,039.78	3,090.51	3,036.38	14.87M	1.22%
Dec 16, 2009	3,089.45	3,076.96	3,103.50	3,076.96	39.84M	0.41%
Dec 17, 2009	3,134.47	3,089.45	3,139.84	3,089.45	23.08M	1.46%
Dec 18, 2009	3,188.82	3,134.95	3,200.26	3,134.73	29.36M	1.73%
Dec 21, 2009	3,234.28	3,188.82	3,244.87	3,188.82	15.30M	1.43%
Dec 22, 2009	3,280.82	3,234.28	3,298.83	3,234.19	18.75M	1.44%
Dec 23, 2009	3,266.00	3,280.82	3,340.56	3,253.83	16.55M	-0.45%
Dec 24, 2009	3,292.76	3,266.00	3,301.49	3,266.00	14.37M	0.82%
Dec 28, 2009	3,344.89	3,292.67	3,350.50	3,292.67	12.84M	1.58%
Dec 29, 2009	3,356.59	3,345.84	3,372.51	3,345.11	12.70M	0.35%
Dec 30, 2009	3,385.55	3,356.64	3,390.31	3,355.68	11.57M	0.86%
Jan 04, 2010	3,481.64	3,385.66	3,490.56	3,384.21	59.88M	2.84%
Jan 05, 2010	3,519.94	3,481.64	3,535.81	3,477.58	34.30M	1.10%
Jan 06, 2010	3,509.36	3,519.94	3,545.56	3,501.82	60.71M	-0.30%
Jan 07, 2010	3,478.56	3,509.36	3,512.58	3,451.38	23.97M	-0.88%
Jan 08, 2010	3,514.63	3,478.56	3,521.58	3,478.56	26.30M	1.04%
Jan 11, 2010	3,515.78	3,514.63	3,549.27	3,514.63	25.93M	0.03%
Jan 12, 2010	3,494.62	3,515.78	3,520.39	3,488.95	22.95M	-0.60%
Jan 13, 2010	3,536.71	3,494.62	3,541.92	3,494.62	30.62M	1.20%
Jan 15, 2010	3,563.14	3,536.94	3,576.84	3,535.07	32.18M	0.75%
Jan 18, 2010	3,528.55	3,564.10	3,586.68	3,522.38	69.75M	-0.97%
Jan 19, 2010	3,483.30	3,528.55	3,532.44	3,462.47	15.17M	-1.28%
Jan 20, 2010	3,532.41	3,483.30	3,536.97	3,479.26	17.68M	1.41%
Jan 21, 2010	3,519.71	3,532.41	3,544.66	3,474.88	24.82M	-0.36%
Jan 22, 2010	3,531.73	3,519.71	3,546.33	3,519.68	49.69M	0.34%
Jan 25, 2010	3,554.45	3,531.79	3,576.33	3,531.79	28.70M	0.64%
Jan 26, 2010	3,591.38	3,556.36	3,610.74	3,556.36	22.05M	1.04%
Jan 28, 2010	3,636.41	3,590.92	3,647.80	3,521.83	39.48M	1.25%
Feb 01, 2010	3,691.39	3,636.41	3,704.20	3,635.34	58.88M	1.51%
Feb 02, 2010	3,709.13	3,691.50	3,735.86	3,691.50	37.39M	0.48%
Feb 03, 2010	3,697.80	3,709.02	3,731.12	3,689.94	36.43M	-0.31%
Feb 05, 2010	3,706.72	3,697.80	3,719.16	3,683.82	71.94M	0.24%
Feb 08, 2010	3,789.37	3,706.72	3,800.81	3,706.72	104.53M	2.23%
Feb 09, 2010	3,785.28	3,789.37	3,799.39	3,739.91	45.23M	-0.11%
Feb 10, 2010	3,774.34	3,785.28	3,806.78	3,769.14	74.42M	-0.29%
Feb 11, 2010	3,724.84	3,774.34	3,784.35	3,718.66	61.86M	-1.31%
Feb 12, 2010	3,709.97	3,724.84	3,739.69	3,682.90	24.01M	-0.40%
Feb 15, 2010	3,717.51	3,709.97	3,748.71	3,709.97	37.90M	0.20%
Feb 16, 2010	3,691.04	3,717.51	3,731.62	3,685.81	23.06M	-0.71%
Feb 17, 2010	3,721.12	3,691.04	3,726.49	3,690.78	29.96M	0.81%
Feb 18, 2010	3,732.77	3,721.12	3,764.68	3,720.74	43.67M	0.31%
Feb 19, 2010	3,768.81	3,732.77	3,775.59	3,730.47	40.34M	0.97%
Feb 22, 2010	3,773.55	3,768.81	3,789.27	3,768.73	31.39M	0.13%
Feb 23, 2010	3,770.40	3,773.55	3,795.47	3,767.94	22.97M	-0.08%
Feb 24, 2010	3,775.51	3,770.40	3,794.38	3,770.40	28.32M	0.14%
Feb 25, 2010	3,782.25	3,775.51	3,796.18	3,775.50	22.73M	0.18%
Feb 26, 2010	3,807.86	3,782.25	3,823.44	3,782.24	25.92M	0.68%
Mar 01, 2010	3,825.30	3,807.86	3,843.67	3,807.86	27.28M	0.46%
Mar 02, 2010	3,820.66	3,825.30	3,847.18	3,814.16	26.69M	-0.12%
Mar 03, 2010	3,774.03	3,814.88	3,830.29	3,772.58	26.10M	-1.22%
Mar 04, 2010	3,805.85	3,774.03	3,816.84	3,774.03	27.91M	0.84%
Mar 05, 2010	3,824.17	3,805.85	3,833.13	3,805.81	25.72M	0.48%
Mar 08, 2010	3,835.06	3,824.60	3,849.23	3,824.60	25.16M	0.28%
Mar 09, 2010	3,809.01	3,835.06	3,843.65	3,807.17	17.52M	-0.68%
Mar 10, 2010	3,801.22	3,809.18	3,817.24	3,796.70	15.58M	-0.20%
Mar 11, 2010	3,832.30	3,801.22	3,837.91	3,801.22	24.12M	0.82%
Mar 12, 2010	3,844.84	3,832.30	3,856.12	3,828.00	121.86M	0.33%
Mar 15, 2010	3,843.55	3,844.84	3,865.17	3,838.19	41.55M	-0.03%
Mar 16, 2010	3,785.50	3,843.55	3,853.51	3,782.84	54.96M	-1.51%
Mar 17, 2010	3,768.29	3,785.53	3,808.95	3,768.29	44.34M	-0.45%
Mar 18, 2010	3,755.19	3,768.29	3,784.66	3,755.19	25.80M	-0.35%
Mar 19, 2010	3,744.92	3,755.41	3,765.94	3,741.19	13.16M	-0.27%
Mar 22, 2010	3,743.00	3,744.92	3,768.00	3,743.00	11.43M	-0.05%
Mar 23, 2010	3,730.67	3,743.00	3,764.92	3,730.67	14.13M	-0.33%
Mar 24, 2010	3,722.72	3,730.67	3,734.46	3,718.26	24.98M	-0.21%
Mar 25, 2010	3,730.43	3,722.72	3,734.91	3,715.95	40.14M	0.21%
Mar 26, 2010	3,773.76	3,730.43	3,790.24	3,730.43	21.28M	1.16%
Mar 30, 2010	3,765.07	3,773.76	3,789.45	3,764.41	11.52M	-0.23%
Mar 31, 2010	3,724.59	3,765.07	3,768.05	3,722.87	14.72M	-1.08%
Apr 01, 2010	3,746.50	3,724.59	3,751.92	3,724.59	8.64M	0.59%
Apr 05, 2010	3,781.90	3,746.50	3,787.33	3,746.50	13.17M	0.94%
Apr 06, 2010	3,870.35	3,781.90	3,882.23	3,781.90	25.69M	2.34%
Apr 07, 2010	3,909.61	3,870.46	3,919.91	3,870.46	47.20M	1.01%
Apr 08, 2010	3,939.62	3,909.61	3,952.45	3,909.61	31.82M	0.77%
Apr 12, 2010	3,958.78	3,939.79	3,981.67	3,939.79	33.13M	0.49%
Apr 15, 2010	3,955.83	3,958.78	3,967.19	3,948.78	26.72M	-0.07%
Apr 16, 2010	3,966.87	3,955.83	3,980.24	3,955.83	37.16M	0.28%
Apr 19, 2010	4,015.36	3,966.93	4,025.69	3,966.93	104.11M	1.22%
Apr 20, 2010	4,022.37	4,015.46	4,044.94	4,014.65	72.80M	0.17%
Apr 21, 2010	4,038.89	4,022.26	4,052.10	4,019.37	73.11M	0.41%
Apr 22, 2010	4,077.55	4,038.89	4,099.88	4,038.89	58.79M	0.96%
Apr 23, 2010	4,121.64	4,077.56	4,131.84	4,077.56	53.50M	1.08%
Apr 26, 2010	4,136.05	4,121.64	4,161.56	4,121.64	64.85M	0.35%
Apr 27, 2010	4,134.46	4,136.05	4,154.13	4,134.46	50.47M	-0.04%
Apr 29, 2010	4,155.00	4,134.46	4,176.83	4,134.46	132.36M	0.50%
Apr 30, 2010	4,188.88	4,155.00	4,197.22	4,154.92	62.94M	0.82%
May 03, 2010	4,219.22	4,188.88	4,246.08	4,188.88	111.57M	0.72%
May 04, 2010	4,205.51	4,219.33	4,231.76	4,182.59	73.77M	-0.32%
May 05, 2010	4,219.76	4,205.51	4,260.11	4,205.50	157.16M	0.34%
May 06, 2010	4,219.60	4,219.76	4,256.64	4,217.52	79.28M	-0.00%
May 07, 2010	4,223.13	4,219.72	4,250.43	4,219.22	94.70M	0.08%
May 10, 2010	4,222.04	4,223.13	4,255.06	4,217.74	43.49M	-0.03%
May 11, 2010	4,215.22	4,222.04	4,236.94	4,212.46	58.19M	-0.16%
May 12, 2010	4,229.41	4,215.22	4,244.98	4,215.22	77.26M	0.34%
May 13, 2010	4,242.67	4,229.40	4,256.71	4,215.69	33.29M	0.31%
May 14, 2010	4,252.44	4,242.67	4,274.65	4,242.54	40.58M	0.23%
May 17, 2010	4,242.49	4,252.44	4,273.71	4,241.70	34.53M	-0.23%
May 18, 2010	4,257.67	4,242.49	4,268.81	4,242.24	32.84M	0.36%
May 19, 2010	4,243.54	4,257.67	4,271.85	4,243.42	35.38M	-0.33%
May 20, 2010	4,248.37	4,243.54	4,256.08	4,227.05	24.06M	0.11%
May 21, 2010	4,235.69	4,248.37	4,281.97	4,235.69	25.69M	-0.30%
May 24, 2010	4,232.92	4,235.69	4,260.18	4,232.92	21.20M	-0.07%
May 25, 2010	4,226.49	4,232.96	4,246.81	4,217.96	31.71M	-0.15%
May 26, 2010	4,250.99	4,226.49	4,261.48	4,224.94	22.48M	0.58%
May 31, 2010	4,237.16	4,250.99	4,270.20	4,237.16	28.86M	-0.33%
Jun 01, 2010	4,258.80	4,237.27	4,274.89	4,237.27	26.34M	0.51%
Jun 02, 2010	4,300.39	4,258.80	4,321.23	4,258.80	75.00M	0.98%
Jun 03, 2010	4,332.29	4,307.05	4,353.67	4,304.93	52.29M	0.74%
Jun 04, 2010	4,354.20	4,332.29	4,373.74	4,332.29	50.59M	0.51%
Jun 07, 2010	4,431.32	4,354.20	4,443.90	4,354.20	89.48M	1.77%
Jun 08, 2010	4,427.27	4,431.32	4,459.26	4,415.80	90.04M	-0.09%
Jun 09, 2010	4,464.41	4,427.27	4,466.09	4,427.27	105.37M	0.84%
Jun 10, 2010	4,496.24	4,464.41	4,512.39	4,464.41	66.81M	0.71%
Jun 11, 2010	4,561.33	4,496.24	4,581.80	4,496.24	68.75M	1.45%
Jun 14, 2010	4,612.76	4,561.33	4,625.78	4,561.29	34.31M	1.13%
Jun 15, 2010	4,606.69	4,612.76	4,632.86	4,599.84	50.93M	-0.13%
Jun 16, 2010	4,603.36	4,606.75	4,638.03	4,597.43	85.56M	-0.07%
Jun 17, 2010	4,607.34	4,603.39	4,632.68	4,603.39	105.06M	0.09%
Jun 21, 2010	4,658.68	4,607.34	4,669.85	4,607.34	129.12M	1.11%
Jun 22, 2010	4,634.73	4,658.68	4,676.01	4,634.73	83.86M	-0.51%
Jun 23, 2010	4,591.17	4,634.73	4,649.12	4,583.94	60.43M	-0.94%
Jun 24, 2010	4,601.55	4,591.17	4,613.12	4,573.02	39.87M	0.23%
Jun 28, 2010	4,574.29	4,601.55	4,615.92	4,569.09	46.96M	-0.59%
Jun 29, 2010	4,612.98	4,574.29	4,621.84	4,574.10	73.76M	0.85%
Jun 30, 2010	4,612.46	4,612.98	4,640.66	4,606.86	129.48M	-0.01%
Jul 01, 2010	4,610.71	4,612.46	4,627.12	4,600.32	243.26M	-0.04%
Jul 02, 2010	4,593.65	4,610.71	4,617.43	4,593.30	366.66M	-0.37%
Jul 05, 2010	4,558.48	4,593.68	4,603.86	4,553.14	115.40M	-0.77%
Jul 06, 2010	4,547.18	4,558.52	4,583.46	4,547.18	101.79M	-0.25%
Jul 07, 2010	4,470.78	4,547.18	4,566.41	4,460.14	70.44M	-1.68%
Jul 08, 2010	4,521.40	4,470.75	4,536.65	4,461.94	52.87M	1.13%
Jul 09, 2010	4,505.69	4,521.61	4,547.03	4,505.69	47.83M	-0.35%
Jul 12, 2010	4,533.95	4,505.69	4,547.11	4,505.69	36.10M	0.63%
Jul 13, 2010	4,555.83	4,533.95	4,574.48	4,533.95	58.81M	0.48%
Jul 14, 2010	4,600.22	4,555.99	4,609.62	4,555.99	59.49M	0.97%
Jul 15, 2010	4,638.71	4,600.24	4,649.13	4,600.24	71.79M	0.84%
Jul 16, 2010	4,676.89	4,638.71	4,693.94	4,638.71	65.04M	0.82%
Jul 19, 2010	4,729.26	4,676.89	4,745.77	4,676.73	54.14M	1.12%
Jul 20, 2010	4,806.43	4,729.26	4,820.45	4,729.26	90.80M	1.63%
Jul 21, 2010	4,857.57	4,806.43	4,869.03	4,806.43	113.20M	1.06%
Jul 22, 2010	4,849.17	4,857.57	4,878.73	4,845.89	192.22M	-0.17%
Jul 23, 2010	4,895.51	4,849.17	4,903.27	4,849.17	55.08M	0.96%
Jul 26, 2010	4,943.53	4,895.51	4,948.72	4,895.51	54.00M	0.98%
Jul 27, 2010	4,999.05	4,943.69	5,015.06	4,943.69	69.50M	1.12%
Jul 28, 2010	5,138.93	4,999.05	5,146.95	4,999.05	84.24M	2.80%
Jul 29, 2010	5,119.10	5,139.88	5,192.96	5,118.54	218.52M	-0.39%
Jul 30, 2010	5,161.18	5,119.10	5,167.44	5,119.10	75.36M	0.82%
Aug 02, 2010	5,182.85	5,161.18	5,200.29	5,161.18	134.86M	0.42%
Aug 03, 2010	5,156.83	5,182.85	5,225.60	5,136.23	111.41M	-0.50%
Aug 04, 2010	5,214.84	5,158.35	5,223.35	5,140.50	83.25M	1.12%
Aug 05, 2010	5,137.38	5,214.86	5,224.12	5,015.93	56.92M	-1.49%
Aug 06, 2010	5,065.07	5,137.42	5,149.94	5,060.62	47.90M	-1.41%
Aug 09, 2010	4,862.86	5,065.24	5,067.62	4,842.34	47.38M	-3.99%
Aug 10, 2010	5,092.94	4,862.51	5,107.46	4,759.04	96.23M	4.73%
Aug 11, 2010	5,078.64	5,095.02	5,185.05	5,071.21	72.31M	-0.28%
Aug 12, 2010	5,034.85	5,078.60	5,091.89	5,012.34	25.45M	-0.86%
Aug 13, 2010	5,115.79	5,043.73	5,121.71	5,043.73	30.08M	1.61%
Aug 16, 2010	5,191.30	5,115.79	5,200.01	5,115.79	19.51M	1.48%
Aug 17, 2010	5,305.80	5,191.30	5,316.61	5,191.30	50.12M	2.21%
Aug 18, 2010	5,421.75	5,305.80	5,432.13	5,305.80	59.99M	2.19%
Aug 19, 2010	5,568.50	5,421.83	5,577.47	5,421.83	64.05M	2.71%
Aug 20, 2010	5,563.00	5,568.76	5,679.14	5,546.91	47.41M	-0.10%
Aug 23, 2010	5,563.99	5,563.00	5,598.68	5,541.09	32.15M	0.02%
Aug 25, 2010	5,582.87	5,564.25	5,629.85	5,564.25	37.05M	0.34%
Aug 26, 2010	5,594.30	5,582.94	5,619.67	5,525.96	64.85M	0.20%
Aug 27, 2010	5,634.15	5,594.81	5,642.85	5,594.74	59.30M	0.71%
Aug 30, 2010	5,600.77	5,634.30	5,654.30	5,586.47	51.07M	-0.59%
Aug 31, 2010	5,658.01	5,600.77	5,676.54	5,588.22	116.80M	1.02%
Sep 01, 2010	5,690.29	5,658.01	5,719.19	5,658.01	108.57M	0.57%
Sep 02, 2010	5,785.17	5,690.63	5,809.18	5,690.63	69.19M	1.67%
Sep 03, 2010	5,880.49	5,785.19	5,888.30	5,785.19	95.62M	1.65%
Sep 06, 2010	5,858.54	5,880.69	5,925.38	5,853.33	67.38M	-0.37%
Sep 07, 2010	5,884.99	5,858.54	5,903.37	5,858.48	84.90M	0.45%
Sep 08, 2010	5,962.62	5,884.99	5,974.73	5,884.99	77.08M	1.32%
Sep 09, 2010	6,023.41	5,962.62	6,065.59	5,962.60	92.47M	1.02%
Sep 13, 2010	6,131.22	6,022.10	6,153.60	6,022.10	72.13M	1.79%
Sep 14, 2010	6,175.06	6,131.89	6,236.07	6,103.63	94.99M	0.72%
Sep 15, 2010	6,238.45	6,175.48	6,282.61	6,117.31	115.06M	1.03%
Sep 16, 2010	6,343.71	6,238.49	6,356.01	6,238.49	99.88M	1.69%
Sep 17, 2010	6,457.28	6,343.74	6,492.22	6,343.74	121.55M	1.79%
Sep 20, 2010	6,521.43	6,457.28	6,589.21	6,457.28	63.96M	0.99%
Sep 21, 2010	6,702.99	6,521.43	6,720.26	6,494.67	96.91M	2.78%
Sep 23, 2010	6,772.43	6,703.46	6,801.46	6,703.46	141.57M	1.04%
Sep 24, 2010	6,888.49	6,772.43	6,905.76	6,768.14	114.78M	1.71%
Sep 27, 2010	6,881.54	6,888.96	7,008.15	6,826.78	97.49M	-0.10%
Sep 28, 2010	6,845.77	6,881.54	6,905.50	6,798.43	116.41M	-0.52%
Sep 29, 2010	6,929.90	6,845.77	6,943.78	6,844.74	133.89M	1.23%
Sep 30, 2010	6,997.22	6,929.90	7,015.67	6,929.90	114.14M	0.97%
Oct 01, 2010	7,147.77	6,997.22	7,166.75	6,997.22	147.13M	2.15%
Oct 04, 2010	7,089.69	7,147.77	7,207.75	7,077.87	105.56M	-0.81%
Oct 05, 2010	6,991.06	7,089.69	7,114.20	6,958.77	100.34M	-1.39%
Oct 06, 2010	6,862.67	6,991.06	7,040.29	6,861.29	62.09M	-1.84%
Oct 07, 2010	6,770.74	6,862.67	6,877.28	6,698.32	56.97M	-1.34%
Oct 08, 2010	6,833.61	6,770.74	6,852.91	6,660.76	68.34M	0.93%
Oct 11, 2010	6,834.61	6,833.73	6,948.64	6,826.80	62.91M	0.01%
Oct 12, 2010	6,534.02	6,834.61	6,841.45	6,517.91	59.71M	-4.40%
Oct 13, 2010	6,628.83	6,533.60	6,683.00	6,159.33	66.10M	1.45%
Oct 14, 2010	6,622.08	6,628.83	6,822.99	6,615.23	42.26M	-0.10%
Oct 15, 2010	6,626.86	6,622.08	6,655.68	6,565.77	23.85M	0.07%
Oct 18, 2010	6,622.59	6,626.86	6,677.80	6,603.95	21.16M	-0.06%
Oct 19, 2010	6,703.61	6,622.59	6,720.42	6,622.59	104.99M	1.22%
Oct 20, 2010	6,664.22	6,703.61	6,732.85	6,652.21	45.69M	-0.59%
Oct 21, 2010	6,685.99	6,664.22	6,708.93	6,664.22	53.10M	0.33%
Oct 25, 2010	6,633.33	6,686.02	6,696.34	6,618.65	47.17M	-0.79%
Oct 26, 2010	6,546.16	6,633.33	6,642.83	6,534.26	51.90M	-1.31%
Oct 27, 2010	6,557.00	6,546.16	6,567.27	6,507.90	19.26M	0.17%
Oct 28, 2010	6,575.74	6,557.00	6,598.92	6,559.83	34.91M	0.29%
Oct 29, 2010	6,678.05	6,575.74	6,711.58	6,575.59	45.44M	1.56%
Nov 01, 2010	6,752.43	6,678.10	6,755.85	6,678.10	21.01M	1.11%
Nov 02, 2010	6,710.64	6,752.43	6,960.61	6,700.41	33.20M	-0.62%
Nov 03, 2010	6,674.91	6,710.64	6,742.94	6,657.76	100.43M	-0.53%
Nov 04, 2010	6,658.45	6,674.91	6,683.97	6,650.17	29.37M	-0.25%
Nov 08, 2010	6,640.19	6,658.45	6,683.07	6,635.76	45.46M	-0.27%
Nov 09, 2010	6,592.38	6,640.43	6,655.57	6,577.29	22.37M	-0.72%
Nov 10, 2010	6,535.09	6,592.38	6,597.30	6,524.95	25.06M	-0.87%
Nov 11, 2010	6,569.61	6,535.09	6,577.80	6,515.08	16.87M	0.53%
Nov 12, 2010	6,600.06	6,569.61	6,607.99	6,569.61	15.39M	0.46%
Nov 15, 2010	6,507.21	6,600.06	6,634.86	6,496.88	23.43M	-1.41%
Nov 16, 2010	6,472.42	6,507.21	6,523.71	6,451.55	53.87M	-0.53%
Nov 18, 2010	6,565.00	6,472.01	6,580.44	6,471.34	43.53M	1.43%
Nov 21, 2010	7,254.01	7,193.10	7,275.79	7,193.10	179.70M	10.50%
Nov 22, 2010	6,515.80	6,565.00	6,614.25	6,515.80	63.54M	-10.18%
Nov 23, 2010	6,454.18	6,515.80	6,555.99	6,423.35	40.53M	-0.95%
Nov 24, 2010	6,462.12	6,454.18	6,502.88	6,453.94	58.29M	0.12%
Nov 25, 2010	6,413.32	6,462.12	6,603.04	6,407.01	91.00M	-0.76%
Nov 26, 2010	6,381.07	6,413.32	6,416.53	6,376.38	29.12M	-0.50%
Nov 29, 2010	6,257.01	6,390.04	6,400.09	6,247.29	7.15M	-1.94%
Nov 30, 2010	6,434.85	6,257.01	6,497.74	6,258.06	220.05M	2.84%
Dec 01, 2010	6,559.89	6,434.85	6,583.45	6,434.85	100.98M	1.94%
Dec 02, 2010	6,538.84	6,559.89	6,614.23	6,529.41	106.88M	-0.32%
Dec 03, 2010	6,547.68	6,538.84	6,556.37	6,515.64	31.69M	0.14%
Dec 06, 2010	6,506.30	6,547.68	6,568.22	6,496.03	46.93M	-0.63%
Dec 07, 2010	6,469.08	6,506.30	6,529.07	6,467.00	98.94M	-0.57%
